,container,first_date,first_location,first_status,last_date,last_location,last_status
270,HLBU2342558,2019-04-05 14:28:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
271,HLBU2356309,2019-04-02 14:34:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
272,HLXU1003412,2019-04-05 12:43:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
273,HLXU1003834,2019-04-10 10:25:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
274,HLXU1046965,2019-04-12 16:18:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
275,HLXU1055150,2019-04-05 12:48:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
276,HLXU1102610,2019-04-05 09:42:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
277,HLXU1110853,2019-04-12 16:20:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
278,HLXU1123613,2019-04-05 15:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
279,HLXU1136523,2019-04-05 14:43:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
280,HLXU1285039,2019-04-12 09:48:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
281,HLXU1313001,2019-04-05 15:48:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
282,HLXU1364400,2019-04-05 14:28:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
283,HLXU1385629,2019-04-12 10:22:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
284,HLXU3285110,2019-04-05 16:52:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
285,HLXU3382803,2019-04-12 20:02:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
286,HLXU3397300,2019-04-05 14:53:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
287,HLXU3450786,2019-04-11 17:17:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
288,HLXU3568362,2019-04-05 10:02:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
289,TEMU1058614,2019-04-11 16:29:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
290,TEMU2207219,2019-04-12 18:58:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
291,TGHU0194454,2019-04-05 09:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
292,TGHU1217370,2019-04-05 15:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
293,UACU4118956,2019-02-17 20:29:00,TIANJIN XINGANG,Gate out empty,2019-04-09 00:00:00,SAN VICENTE,Arrival in
294,UACU3526784,2019-04-10 10:41:00,VALPARAISO,Gate out empty,2019-05-31 00:00:00,"TORONTO, ON",Arrival in
295,HLXU3521128,2019-04-09 11:15:00,VALPARAISO,Gate out empty,2019-05-17 01:00:00,HONG KONG,Vessel arrival
296,UACU5929500,2019-04-01 17:15:00,CALLAO,Gate out empty,2019-04-30 00:00:00,WORLD WIDE DUMMY LOCATION EQUIPMENT,Arrival in
297,HLBU1790218,2019-04-13 04:38:00,CALLAO,Gate out empty,2019-05-26 19:00:00,SANTOS,Vessel arrival
298,HLXU8069094,2019-04-10 21:08:00,CALLAO,Gate out empty,2019-05-22 17:00:00,SHANGHAI,Vessel arrival
299,HLBU1857538,2019-04-06 10:45:00,CALLAO,Gate out empty,2019-04-17 14:00:00,"MANZANILLO, COL (MX)",Vessel arrival
300,UACU8430319,2019-04-06 08:39:00,CALLAO,Gate out empty,2019-05-13 22:00:00,ANTWERP,Vessel arrival
301,UACU4025513,2019-04-12 13:20:00,CALLAO,Gate out empty,2019-04-28 23:00:00,ANTOFAGASTA,Vessel arrival
302,HLBU1938239,2019-04-06 10:50:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
303,HLXU1275344,2019-03-23 13:10:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
304,HLXU1276171,2019-03-23 13:04:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
305,HLXU3505359,2019-03-23 13:10:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
306,UACU4030607,2019-03-23 15:12:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
307,HLBU9278954,2019-03-23 12:42:00,VALPARAISO,Gate out empty,2019-05-01 06:00:00,SAINT PETERSBURG,Vessel arrival
308,UACU8550166,2019-03-19 11:25:00,SAN ANTONIO,Gate out empty,2019-05-01 00:00:00,GROSS-GERAU,Arrival in
309,UACU4755002,2019-03-26 00:00:00,"ROSARIO, CL",Departure from,2019-04-23 16:00:00,ROTTERDAM,Discharge
310,UACU8468588,2019-03-14 09:50:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
311,HLBU9286332,2019-03-26 15:58:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
312,HLXU8750019,2019-03-26 22:17:00,SAN ANTONIO,Gate out empty,2019-04-30 06:00:00,SINES,Vessel arrival
313,UACU5971372,2019-03-25 13:26:00,SANTIAGO DE CHILE,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
314,UACU4728476,2019-03-23 17:07:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
315,HLXU8804049,2019-03-26 22:21:00,SAN ANTONIO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
316,TGHU8731457,2019-03-16 11:51:00,SANTIAGO DE CHILE,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
317,HLBU9073640,2019-03-26 09:31:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
318,CSVU7508969,2019-03-26 13:26:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
319,HLBU9147091,2019-03-25 21:22:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
320,UACU4766497,2019-03-25 22:21:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
321,HLXU8439286,2019-03-27 09:56:00,SANTIAGO DE CHILE,Gate out empty,2019-04-30 06:00:00,HAMBURG,Vessel arrival
322,UACU4730431,2019-03-26 21:22:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
323,UACU8502050,2019-03-18 11:51:00,VALPARAISO,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
324,HLXU8773400,2019-03-21 19:29:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
325,HLXU8770210,2019-03-27 10:50:00,VALPARAISO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
326,HLBU9256385,2019-03-27 17:21:00,VALPARAISO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
327,HAMU1143968,2019-03-25 13:11:00,SANTIAGO DE CHILE,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
328,UACU4764299,2019-03-26 00:00:00,"ROSARIO, CL",Departure from,2019-04-23 16:00:00,ROTTERDAM,Discharge
329,HLBU9252543,2019-03-26 22:20:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
330,HLBU9177959,2019-03-20 19:53:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
331,HLXU8701499,2019-03-25 21:45:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
332,UACU4727696,2019-03-24 02:51:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
333,HLBU9206091,2019-03-21 19:00:00,SAN ANTONIO,Arrival in,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
334,HLXU1231541,2019-03-22 15:01:00,SANTIAGO DE CHILE,Gate out empty,2019-05-08 23:00:00,HAMBURG,Vessel arrival
335,UACU3566046,2019-03-23 10:20:00,SAN ANTONIO,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
336,HLBU9125678,2019-03-26 10:31:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
337,HLBU9074483,2019-03-26 00:00:00,"ROSARIO, CL",Departure from,2019-04-23 16:00:00,ROTTERDAM,Discharge
338,HLBU9088620,2019-03-23 15:24:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
339,HLBU9209526,2019-03-23 15:18:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
340,HLBU9125317,2019-03-25 22:53:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
341,CPSU1774339,2019-03-18 12:47:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
342,HLXU3156920,2019-03-18 12:06:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
343,HLXU3324772,2019-03-18 12:06:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
344,UACU4788243,2019-03-26 22:17:00,SAN ANTONIO,Gate out empty,2019-04-30 06:00:00,SINES,Vessel arrival
345,HLBU9202028,2019-03-26 14:51:00,VALPARAISO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
346,HLXU1309362,2019-03-22 20:53:00,SAN ANTONIO,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
347,HLBU9272956,2019-03-26 00:00:00,"ROSARIO, CL",Departure from,2019-04-23 16:00:00,ROTTERDAM,Discharge
348,HLBU9170717,2019-03-21 19:05:00,SAN ANTONIO,Arrival in,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
349,UACU4168601,2019-03-25 16:03:00,SAN ANTONIO,Gate out empty,2019-04-30 06:00:00,HAMBURG,Vessel arrival
350,HLBU9002499,2019-03-25 18:52:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
351,HLXU8776435,2019-03-25 22:01:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
352,UACU4741858,2019-03-25 20:00:00,VALPARAISO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
353,HLXU8742142,2019-03-27 13:39:00,VALPARAISO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
354,HLBU2229984,2019-03-22 09:57:00,SANTIAGO DE CHILE,Gate out empty,2019-05-02 07:00:00,GDYNIA,Vessel arrival
355,HLXU3303770,2019-03-22 13:39:00,SANTIAGO DE CHILE,Gate out empty,2019-05-04 07:00:00,TALLINN/MUUGA,Vessel arrival
356,HLXU8230608,2019-03-15 12:19:00,SAN ANTONIO,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
357,HLBU9027136,2019-03-26 22:12:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
358,HLXU6756403,2019-03-23 20:19:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
359,HLXU8757287,2019-03-25 19:47:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
360,UACU8280029,2019-03-18 11:08:00,VALPARAISO,Gate out empty,2019-05-13 00:00:00,COPENHAGEN,Discharge
361,HLBU9050100,2019-03-24 02:19:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
362,HLBU9115875,2019-03-24 02:24:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
363,HLBU9282770,2019-03-24 02:02:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
364,LNXU9651683,2019-03-26 16:24:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
365,HLXU8788056,2019-03-21 19:07:00,SAN ANTONIO,Arrival in,2019-04-30 06:00:00,SINES,Vessel arrival
366,UAEU1235513,2019-03-26 22:04:00,SAN ANTONIO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
367,TEMU7402310,2019-03-26 12:41:00,SANTIAGO DE CHILE,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
368,HLBU1798332,2019-03-19 17:33:00,SAN ANTONIO,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
369,HLBU9122154,2019-03-26 09:11:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
370,CSVU7502889,2019-03-27 14:44:00,SAN ANTONIO,Gate out empty,2019-04-30 06:00:00,HAMBURG,Vessel arrival
371,HLXU6758880,2019-03-25 22:35:00,SAN ANTONIO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
372,CPSU1772315,2019-03-22 19:56:00,SANTIAGO DE CHILE,Gate out empty,2019-05-15 07:00:00,RAUMA,Vessel arrival
373,TGBU5860612,2019-03-23 12:47:00,SAN VICENTE,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
374,TGHU6723323,2019-03-25 09:25:00,SAN VICENTE,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
375,HLXU8720288,2019-03-20 16:51:00,LIRQUEN,Gate out empty,2019-04-30 06:00:00,HAMBURG,Vessel arrival
376,HLBU9058754,2019-03-22 12:57:00,LIRQUEN,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
377,LNXU7556619,2019-03-22 11:37:00,TALCAHUANO,Gate out empty,2019-05-07 00:00:00,UST-LUGA,Vessel arrival
378,UACU4793194,2019-03-21 18:36:00,CORONEL,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
379,HLBU9123823,2019-03-22 17:31:00,TALCAHUANO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
380,HLBU9289645,2019-03-21 17:33:00,TALCAHUANO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
381,HLXU6527475,2019-03-20 17:19:00,CORONEL,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
382,HLBU1073710,2019-03-20 14:04:00,CORONEL,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
383,HLXU6446157,2019-03-20 09:52:00,CORONEL,Gate out empty,2019-04-24 14:00:00,ANTWERP,Vessel arrival
384,HLBU9086735,2019-03-22 14:29:00,TALCAHUANO,Gate out empty,2019-05-03 18:30:00,SAINT PETERSBURG,Vessel arrival
385,HLBU9186729,2019-03-19 15:26:00,TALCAHUANO,Gate out empty,2019-05-09 06:00:00,KALININGRAD,Vessel arrival
386,HLBU9149469,2019-03-22 17:27:00,TALCAHUANO,Gate out empty,2019-04-23 16:00:00,ROTTERDAM,Vessel arrival
387,TGBU5739909,2019-04-11 12:45:00,CALLAO,Gate out empty,2019-04-21 11:00:00,IQUIQUE,Vessel arrival
388,CPSU1775715,2019-04-09 09:15:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
389,HLBU1991399,2019-04-09 12:24:00,CALLAO,Gate out empty,2019-05-05 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
390,UACU5727089,2019-04-10 09:06:00,CALLAO,Gate out empty,2019-04-22 12:00:00,GUAYAQUIL,Vessel arrival
391,UACU8603944,2019-03-15 15:12:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
392,HAMU1331707,2019-02-27 11:44:00,SANTIAGO DE CHILE,Gate out empty,2019-05-02 07:00:00,GDYNIA,Vessel arrival
393,HLXU5393284,2019-03-14 12:15:00,SANTIAGO DE CHILE,Gate out empty,2019-04-24 23:00:00,ROTTERDAM,Arrival in
394,HLBU1870550,2019-03-09 11:10:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
395,HLBU1973158,2019-03-18 09:14:00,VALPARAISO,Gate out empty,2019-04-22 00:00:00,TEGUCIGALPA,Arrival in
396,HLXU8759119,2019-03-25 15:02:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
397,UACU3507763,2019-03-16 09:39:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,TEESPORT,Vessel arrival
398,HLXU5325314,2019-03-21 16:23:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
399,UACU8438069,2019-03-21 12:24:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
400,HLXU6462121,2019-03-18 11:30:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
401,UACU8402256,2019-03-18 12:44:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
402,UAEU1240628,2019-03-25 21:20:00,VALPARAISO,Gate out empty,2019-04-15 16:00:00,"SAVANNAH, GA",Vessel arrival
403,HLBU1881792,2019-03-15 13:17:00,SANTIAGO DE CHILE,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
404,HLBU1891173,2019-03-21 18:36:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
405,HLXU8281101,2019-03-15 13:23:00,SANTIAGO DE CHILE,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
406,HLBU2190413,2019-03-25 19:56:00,SANTIAGO DE CHILE,Gate out empty,2019-05-04 08:00:00,"VANCOUVER, BC",Vessel arrival
407,UASU1029142,2019-03-22 15:05:00,ANTOFAGASTA,Gate out empty,2019-05-08 22:00:00,BUSAN,Vessel arrival
408,UACU8506040,2019-03-16 11:53:00,SANTIAGO DE CHILE,Gate out empty,2019-05-06 07:00:00,COPENHAGEN,Vessel arrival
409,UACU8545745,2019-03-16 11:55:00,SANTIAGO DE CHILE,Gate out empty,2019-05-06 07:00:00,COPENHAGEN,Vessel arrival
410,HLXU6277740,2019-03-21 18:25:00,PUERTO ANGAMOS,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
411,HLXU8034591,2019-03-21 17:56:00,PUERTO ANGAMOS,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
412,HLXU8576289,2019-03-21 18:39:00,PUERTO ANGAMOS,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
413,HLBU9176269,2019-03-23 12:10:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
414,HLBU1720890,2019-02-27 16:01:00,VALPARAISO,Gate out empty,2019-04-19 01:00:00,MARIEL,Vessel arrival
415,HLBU9281670,2019-03-22 10:47:00,VALPARAISO,Gate out empty,2019-05-05 06:00:00,LONDON GATEWAY PORT,Vessel arrival
416,HLBU1023920,2019-03-22 01:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-05 01:30:00,LIVORNO (LEGHORN),Vessel arrival
417,HLBU1508541,2019-03-22 01:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-05 01:30:00,LIVORNO (LEGHORN),Vessel arrival
418,HLXU1135743,2019-03-22 01:49:00,PUERTO ANGAMOS,Gate out empty,2019-05-05 01:30:00,LIVORNO (LEGHORN),Vessel arrival
419,UACU4000984,2019-03-22 01:50:00,PUERTO ANGAMOS,Gate out empty,2019-05-05 01:30:00,LIVORNO (LEGHORN),Vessel arrival
420,HLBU2224468,2019-04-13 10:09:00,CARTAGENA (COLOMBIA),Gate out empty,2019-05-13 07:00:00,MONTEVIDEO,Vessel arrival
421,HLBU9169280,2019-03-23 11:34:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
422,UACU8364048,2019-03-16 12:34:00,VALPARAISO,Gate out empty,2019-05-02 00:00:00,OSLO,Discharge
423,HLBU9286923,2019-03-23 12:33:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
424,HLXU3152842,2019-03-20 12:33:00,VALPARAISO,Gate out empty,2019-05-01 06:00:00,CORK,Vessel arrival
425,UASU1033380,2019-03-18 17:36:00,VALPARAISO,Gate out empty,2019-04-17 07:00:00,CARTAGO,Arrival in
426,UACU4763950,2019-03-23 10:53:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
427,HLXU3177985,2019-03-22 18:41:00,VALPARAISO,Gate out empty,2019-04-21 18:00:00,PARAMARIBO,Vessel arrival
428,HLBU1027269,2019-03-11 11:43:00,VALPARAISO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
429,HLBU1463160,2019-03-14 10:27:00,VALPARAISO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
430,HLXU1183356,2019-03-14 19:38:00,VALPARAISO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
431,HLXU1407374,2019-03-11 20:20:00,VALPARAISO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
432,HLXU3293202,2019-03-09 11:27:00,VALPARAISO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
433,HLBU2215316,2019-03-12 15:38:00,SANTIAGO DE CHILE,Gate out empty,2019-05-08 18:00:00,RIGA,Vessel arrival
434,HLBU9010088,2019-03-23 18:07:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
435,UACU5224567,2019-03-25 13:09:00,SANTIAGO DE CHILE,Gate out empty,2019-04-16 08:00:00,BARRANQUILLA,Vessel arrival
436,HLBU9277984,2019-03-26 01:27:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
437,HLBU9184433,2019-03-22 17:56:00,SAN ANTONIO,Gate out empty,2019-04-29 07:00:00,HELSINGBORG,Vessel arrival
438,CSVU7507875,2019-03-22 21:49:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
439,HLBU9172849,2019-03-26 00:21:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
440,HLXU8733454,2019-03-25 15:24:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
441,CSVU7502533,2019-03-23 01:48:00,SAN ANTONIO,Gate out empty,2019-04-28 00:00:00,"DUBLIN, IRELAND",Vessel arrival
442,HLXU8486077,2019-03-18 18:27:00,PUERTO ANGAMOS,Gate out empty,2019-04-20 08:00:00,"NORFOLK, VA",Vessel arrival
443,TGHU1194844,2019-03-19 13:01:00,PUERTO ANGAMOS,Gate out empty,2019-04-20 08:00:00,"NORFOLK, VA",Vessel arrival
444,HLBU1035182,2019-03-22 09:38:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
445,HLXU8719570,2019-03-22 19:19:00,SAN ANTONIO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
446,HLXU8724447,2019-03-25 12:52:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
447,HLXU8736999,2019-03-25 13:55:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
448,UACU4773813,2019-03-25 12:38:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
449,HLBU9227772,2019-03-23 12:57:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
450,UAEU1251026,2019-03-22 16:15:00,VALPARAISO,Gate out empty,2019-05-09 07:00:00,GDYNIA,Vessel arrival
451,HLBU2301100,2019-03-19 16:51:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
452,HLBU2301754,2019-03-20 09:04:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
453,HLBU2311650,2019-03-19 18:20:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
454,HLBU2313518,2019-03-20 09:05:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
455,HLBU2313760,2019-03-19 18:20:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
456,TEMU1625702,2019-03-12 18:08:00,SAN ANTONIO,Gate out empty,2019-04-30 15:00:00,SOUTH SHIELDS,Vessel arrival
457,HLXU8296190,2019-03-19 09:24:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
458,HLBU1517420,2019-03-22 17:06:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
459,HLXU5187703,2019-03-22 18:01:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
460,UACU8270139,2019-03-22 14:29:00,PUERTO ANGAMOS,Gate out empty,2019-04-18 03:00:00,"VERACRUZ, VER",Vessel arrival
461,HLBU9041556,2019-03-23 16:21:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
462,HLBU9231828,2019-03-23 11:39:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
463,HLXU8779291,2019-03-23 16:40:00,VALPARAISO,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
464,HLBU9246598,2019-03-23 22:48:00,SAN ANTONIO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
465,CPSU5144301,2019-03-25 13:37:00,SAN ANTONIO,Gate out empty,2019-04-27 06:00:00,HAMBURG,Vessel arrival
466,HLBU9156806,2019-03-26 16:41:00,SAN ANTONIO,Gate out empty,2019-04-21 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
467,HLBU9074272,2019-03-25 17:46:00,VALPARAISO,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
468,HLBU1128027,2019-03-14 12:30:00,SANTIAGO DE CHILE,Gate out empty,2019-04-23 07:00:00,ROTTERDAM,Vessel arrival
