,container,first_date,first_location,first_status,last_date,last_location,last_status
63,TEMU1857842,2019-02-20 14:48:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
64,TGHU0984211,2019-02-20 14:02:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
65,TGHU1214344,2019-02-19 21:54:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
66,UACU3366346,2019-02-19 21:42:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
67,UACU3635810,2019-02-20 14:50:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
68,UACU3828249,2019-02-19 22:34:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
69,UACU3917618,2019-02-19 22:34:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
70,CPSU1778397,2019-03-30 13:02:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
71,HLXU3554950,2019-04-10 21:00:00,CALLAO,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
72,UACU5894933,2019-04-11 12:43:00,CALLAO,Gate out empty,2019-04-22 08:00:00,LIRQUEN,Vessel arrival
73,UACU5651569,2019-04-01 14:52:00,CALLAO,Gate out empty,2019-04-18 07:00:00,"NEW YORK, NY",Vessel arrival
74,TEMU1850452,2019-04-03 23:52:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
75,HLXU5373101,2019-04-05 11:54:00,CALLAO,Gate out empty,2019-05-10 00:00:00,SHEFFIELD,Arrival in
76,UASU1070151,2019-04-12 15:19:00,CALLAO,Gate out empty,2019-05-08 00:00:00,"CHICAGO, IL",Arrival in
77,UACU4011422,2019-04-02 08:58:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
78,HLXU3402561,2019-04-03 20:49:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
79,HLBU1476824,2019-04-11 17:10:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
80,HLBU2183883,2019-04-09 17:14:00,VALPARAISO,Gate out empty,2019-05-07 02:00:00,ALGECIRAS,Vessel arrival
81,HLBU2184088,2019-04-11 18:25:00,VALPARAISO,Gate out empty,2019-05-23 06:00:00,HELSINKI,Vessel arrival
82,HLBU2190202,2019-04-12 12:06:00,VALPARAISO,Gate out empty,2019-05-29 07:00:00,RAUMA,Vessel arrival
83,HLXU8765472,2019-04-11 14:05:00,VALPARAISO,Gate out empty,2019-05-21 06:00:00,SAINT PETERSBURG,Vessel arrival
84,HLBU2160018,2019-04-11 15:04:00,VALPARAISO,Gate out empty,2019-05-29 00:00:00,"EDMONTON, AB",Arrival in
85,HLBU2209139,2019-04-10 17:14:00,VALPARAISO,Gate out empty,2019-05-07 02:00:00,ALGECIRAS,Vessel arrival
86,UACU5869817,2019-04-12 17:12:00,VALPARAISO,Gate out empty,2019-05-18 06:00:00,HAMBURG,Vessel arrival
87,TGBU5741280,2019-04-11 15:21:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
88,TGHU9483972,2019-04-11 11:49:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
89,UACU8543681,2019-04-09 14:37:00,VALPARAISO,Gate out empty,2019-05-19 00:00:00,"DUBLIN, IRELAND",Vessel arrival
90,HLBU1099989,2019-04-11 15:23:00,VALPARAISO,Gate out empty,2019-05-31 09:00:00,YANTAI,Vessel arrival
91,HLBU1984888,2019-04-08 14:06:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
92,HLBU2349866,2019-04-09 22:00:00,ANTOFAGASTA,Loading,2019-05-22 00:00:00,HUANGPU,Discharge
93,HLBU1927492,2019-04-10 10:51:00,VALPARAISO,Gate out empty,2019-05-12 07:30:00,SALERNO,Vessel arrival
94,TGBU6122188,2019-04-10 09:52:00,VALPARAISO,Gate out empty,2019-05-22 00:00:00,JIAO XIN,Discharge
95,UASU1030570,2019-04-09 09:38:00,VALPARAISO,Gate out empty,2019-05-18 08:00:00,TOKYO,Vessel arrival
96,UAEU1240844,2019-04-11 17:15:00,VALPARAISO,Gate out empty,2019-05-18 04:00:00,BUSAN,Vessel arrival
97,HLBU9283729,2019-04-12 13:16:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
98,UACU3540653,2019-04-05 10:57:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
99,UACU3717651,2019-04-11 11:56:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
100,UACU3736501,2019-04-11 17:29:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
101,UACU3766487,2019-04-05 10:57:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
102,UACU3785300,2019-04-11 11:57:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
103,UACU3812216,2019-04-12 09:05:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
104,UACU3835340,2019-04-05 10:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
105,UACU3855305,2019-04-12 09:18:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
106,UACU3911970,2019-04-11 17:29:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
107,UACU3913886,2019-04-11 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
108,UACU4116300,2019-04-05 09:53:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
109,CLHU3195269,2019-04-05 15:39:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
110,CPSU1757120,2017-09-18 05:07:00,PANJANG,Loading,2017-10-17 08:30:00,CARCARE,Arrival in
111,HAMU1094950,2019-04-12 18:06:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
112,HAMU1129867,2019-04-05 12:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
113,HLBU1182671,2019-04-12 09:05:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
114,HLBU1827894,2019-04-03 09:18:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
115,HLBU2282058,2019-04-02 15:45:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
116,HLBU2290032,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
117,HLBU2294402,2019-04-02 14:35:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
118,HLBU2296051,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
119,HLBU2311496,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
120,HLBU2359519,2019-04-05 14:37:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
121,HLXU1097026,2019-04-05 17:54:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
122,HLXU1133144,2019-04-05 10:09:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
123,HLXU1146049,2019-04-05 10:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
124,HLXU1291160,2019-04-05 12:36:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
125,HLXU1312026,2019-04-12 08:46:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
126,HLXU1418532,2019-04-03 10:30:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
127,HLXU3159451,2019-04-05 09:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
128,HLXU3243731,2019-04-05 11:17:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
129,HLXU3269037,2019-04-05 16:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
130,HLXU3276782,2019-04-05 11:11:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
131,HLXU3321198,2019-04-05 10:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
132,HLXU3346616,2019-04-11 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
133,HLXU3351211,2019-04-05 10:38:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
134,HLXU3396406,2019-04-05 12:24:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
135,TEMU1608120,2019-04-11 14:53:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
136,TGBU2175889,2019-04-05 15:12:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
137,TGBU2618082,2019-04-05 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
138,TGHU1397245,2019-04-05 12:43:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
139,TGHU3204561,2019-04-05 12:36:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
140,UACU3484518,2019-04-05 17:32:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
141,HAMU1183770,2019-04-11 13:12:00,SANTIAGO DE CHILE,Gate out empty,2019-05-19 10:00:00,"VITORIA, ES",Vessel arrival
142,HLBU2341084,2019-04-11 11:32:00,VALPARAISO,Gate out empty,2019-05-21 15:00:00,SOUTH SHIELDS,Vessel arrival
143,AMFU8595254,2019-04-05 10:41:00,ANTOFAGASTA,Gate out empty,2019-05-25 06:00:00,BUSAN,Vessel arrival
144,HLBU9025489,2019-04-12 11:58:00,VALPARAISO,Gate out empty,2019-05-27 07:00:00,COPENHAGEN,Vessel arrival
145,HLBU9035321,2019-04-11 12:18:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
146,HLBU9055230,2019-04-10 20:37:00,VALPARAISO,Gate out empty,2019-05-17 14:00:00,SINGAPORE,Vessel arrival
147,HLBU9088609,2019-04-12 13:19:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
148,HLBU9104715,2019-04-09 20:48:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,"PHILADELPHIA, PA",Vessel arrival
149,HLBU9120613,2019-04-11 17:49:00,VALPARAISO,Gate out empty,2019-05-16 00:00:00,HO CHI MINH CITY,Discharge
150,HLBU9149108,2019-04-11 10:29:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
151,HLBU9176968,2019-04-11 18:02:00,VALPARAISO,Gate out empty,2019-05-13 21:00:00,SHANGHAI,Vessel arrival
152,HLBU9177347,2019-04-11 17:58:00,VALPARAISO,Gate out empty,2019-05-27 00:01:00,CHITTAGONG,Vessel arrival
153,HLBU9200236,2019-04-12 20:05:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
154,HLBU9229179,2019-04-09 09:40:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,"PHILADELPHIA, PA",Vessel arrival
155,HLBU9232064,2019-04-11 09:23:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
156,HLXU8704862,2019-04-10 12:28:00,VALPARAISO,Gate out empty,2019-05-11 08:00:00,"NORFOLK, VA",Vessel arrival
157,HLXU8716971,2019-04-13 02:05:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
158,HLXU8751524,2019-04-12 16:26:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
159,HLXU8790726,2019-04-12 20:38:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
160,UACU4766671,2019-04-11 16:55:00,VALPARAISO,Gate out empty,2019-05-21 01:00:00,PORT KELANG,Vessel arrival
161,UACU4768951,2019-04-12 21:27:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
162,UACU4775117,2019-04-12 13:13:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
163,UACU4799910,2019-04-11 19:56:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
164,UAEU1235909,2019-04-11 19:38:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
165,UAEU1243226,2019-04-10 19:14:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
166,UAEU1261071,2019-04-12 09:31:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
167,HLXU6250483,2019-04-05 12:57:00,IQUIQUE,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
168,TEMU5231184,2019-04-11 09:17:00,IQUIQUE,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
169,UACU5926650,2019-04-09 12:38:00,VALPARAISO,Gate out empty,2019-05-29 07:00:00,RAUMA,Vessel arrival
170,HLBU9106111,2019-04-12 16:56:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
171,HLBU9195968,2019-04-09 21:13:00,VALPARAISO,Gate out empty,2019-05-14 00:00:00,KLAIPEDA,Discharge
172,UAEU1245213,2019-04-12 20:24:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
173,TGHU8874587,2019-04-09 00:49:00,ANTOFAGASTA,Gate out empty,2019-05-20 20:00:00,BUSAN,Vessel arrival
174,UACU5371104,2019-04-05 15:33:00,ANTOFAGASTA,Gate out empty,2019-05-25 06:00:00,BUSAN,Vessel arrival
175,HLBU2337171,2019-04-09 22:00:00,ANTOFAGASTA,Loading,2019-05-22 00:00:00,HUANGPU,Discharge
176,HLBU2338305,2019-04-09 22:00:00,ANTOFAGASTA,Loading,2019-05-22 00:00:00,HUANGPU,Discharge
177,HLBU9018746,2019-04-11 09:27:00,VALPARAISO,Gate out empty,2019-05-14 12:00:00,KEELUNG,Vessel arrival
178,HLBU9021441,2019-04-11 19:08:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
179,HLBU9025811,2019-04-12 18:45:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
180,HLBU9025920,2019-04-11 18:48:00,VALPARAISO,Gate out empty,2019-05-13 21:00:00,SHANGHAI,Vessel arrival
181,HLBU9053264,2019-04-12 13:06:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
182,HLBU9055210,2019-04-12 19:05:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
183,HLBU9084521,2019-04-11 12:21:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
184,HLBU9093082,2019-04-11 18:35:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
185,HLBU9094474,2019-04-12 17:13:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
186,HLBU9103426,2019-04-11 11:23:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
187,HLBU9103534,2019-04-12 12:11:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
188,HLBU9104124,2019-04-11 20:41:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
189,HLBU9114565,2019-04-12 12:05:00,VALPARAISO,Gate out empty,2019-05-18 04:00:00,BUSAN,Vessel arrival
190,HLBU9115197,2019-04-12 18:19:00,VALPARAISO,Gate out empty,2019-05-15 20:00:00,SHEKOU,Vessel arrival
191,HLBU9117034,2019-04-11 10:04:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
192,HLBU9123490,2019-04-12 19:47:00,VALPARAISO,Gate out empty,2019-05-15 00:00:00,LAEM CHABANG,Discharge
193,HLBU9152800,2019-04-11 10:16:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
194,HLBU9154017,2019-04-11 16:30:00,VALPARAISO,Gate out empty,2019-05-20 00:00:00,JAKARTA,Discharge
195,HLBU9161335,2019-04-12 12:19:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
196,HLBU9164186,2019-04-10 18:26:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
197,HLBU9166701,2019-04-11 18:54:00,VALPARAISO,Gate out empty,2019-05-16 00:00:00,HO CHI MINH CITY,Discharge
198,CPSU5131726,2019-04-11 10:52:00,VALPARAISO,Gate out empty,2019-05-20 12:00:00,OSLO,Vessel arrival
199,HLBU9173280,2019-04-11 10:40:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
200,HLBU9197528,2019-04-10 10:44:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
201,HLBU9201166,2019-04-12 10:55:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
202,HLBU9201546,2019-04-10 19:17:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
203,HLBU9202326,2019-04-11 17:07:00,VALPARAISO,Gate out empty,2019-05-21 01:00:00,PORT KELANG,Vessel arrival
204,HLBU9214498,2019-04-12 20:20:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
205,HLBU9222148,2019-04-11 11:03:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
206,HLBU9276334,2019-04-11 19:00:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
207,HLBU9278208,2019-04-11 11:43:00,VALPARAISO,Gate out empty,2019-05-26 08:00:00,CHENNAI,Vessel arrival
208,HLXU8776630,2019-04-13 19:24:00,VALPARAISO,Arrival in,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
209,HLXU8776754,2019-04-12 20:46:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
210,HLXU8795482,2019-04-13 10:19:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
211,LNXU9659616,2019-04-11 10:48:00,VALPARAISO,Gate out empty,2019-05-20 12:00:00,OSLO,Vessel arrival
212,UACU4762465,2019-04-11 14:50:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
213,UACU4767641,2019-04-11 10:11:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
214,UACU4772400,2019-04-12 21:22:00,VALPARAISO,Gate out empty,2019-05-15 20:00:00,SHEKOU,Vessel arrival
215,UACU4784361,2019-04-11 15:03:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
216,UACU4787041,2019-04-09 17:26:00,VALPARAISO,Gate out empty,2019-05-14 06:00:00,SAINT PETERSBURG,Vessel arrival
217,UACU4789240,2019-04-10 21:39:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
218,UACU4792984,2019-04-12 17:39:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
219,UACU4794138,2019-04-11 11:53:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
220,UACU4794272,2019-04-11 18:14:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
221,UACU4800159,2019-04-10 10:14:00,VALPARAISO,Gate out empty,2019-05-20 00:00:00,JAKARTA,Discharge
222,UACU4800890,2019-04-11 19:28:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
223,UACU4803749,2019-04-11 19:48:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
224,UAEU1235529,2019-04-11 11:51:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
225,UAEU1237476,2019-04-12 19:53:00,VALPARAISO,Gate out empty,2019-05-15 00:00:00,CEBU,Discharge
226,UAEU1247983,2019-04-12 19:40:00,VALPARAISO,Gate out empty,2019-05-15 20:00:00,SHEKOU,Vessel arrival
227,UAEU1250020,2019-04-12 13:22:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
228,UAEU1250143,2019-04-12 15:48:00,VALPARAISO,Gate out empty,2019-05-18 04:00:00,BUSAN,Vessel arrival
229,UAEU1255356,2019-04-11 13:31:00,VALPARAISO,Gate out empty,2019-05-14 12:00:00,KEELUNG,Vessel arrival
230,UAEU1255612,2019-04-12 11:53:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
231,UAEU1262400,2019-04-11 10:21:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
232,CPSU1705282,2019-04-13 17:25:00,VALPARAISO,Gate out empty,2019-05-12 10:00:00,"WILLEMSTAD, CURACAO",Vessel arrival
233,UAEU1236248,2019-04-13 15:55:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
234,TGHU1465355,2019-04-05 14:22:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
235,TGHU1871924,2019-04-05 15:19:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
236,TGHU2838073,2019-04-05 09:53:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
237,UACU3372842,2019-04-05 17:50:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
238,UACU3382840,2019-04-05 12:30:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
239,UACU3425650,2019-04-12 10:36:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
240,UACU3591970,2019-04-05 15:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
241,UACU3595240,2019-04-11 17:16:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
242,UACU3636950,2019-04-05 14:43:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
243,UACU3657465,2019-04-05 17:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
244,UACU3674462,2019-04-05 09:42:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
245,UACU3770194,2019-04-12 16:21:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
246,UACU3843562,2019-04-05 10:46:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
247,UACU3948901,2019-04-05 17:44:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
248,UACU3970361,2019-04-12 09:49:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
249,UACU4040992,2019-04-05 14:22:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
250,UACU4159997,2019-04-12 18:24:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
251,CLHU3077230,2019-04-13 11:27:00,ANTOFAGASTA,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
252,GATU1355283,2019-04-05 10:24:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
253,HAMU1116833,2019-04-11 16:35:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
254,HLBU1031058,2019-04-05 15:39:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
255,HLBU1107575,2019-04-05 15:06:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
256,HLBU1109080,2019-04-11 17:18:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
257,HLBU1241049,2019-04-13 11:27:00,ANTOFAGASTA,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
258,HLBU1243400,2019-04-05 16:10:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
259,HLBU1337285,2019-04-05 09:36:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
260,HLBU1825947,2019-04-05 10:25:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
261,HLBU2286829,2019-04-05 15:00:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
262,HLBU2289140,2019-04-06 09:37:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
263,HLBU2290752,2019-04-05 17:50:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
264,HLBU2292652,2019-04-05 16:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
265,HLBU2294830,2019-04-06 09:37:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
266,HLBU2295332,2019-04-03 09:20:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
267,HLBU2296339,2019-04-02 15:05:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
268,HLBU2298970,2019-04-03 09:18:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
269,HLBU2320420,2019-04-03 09:20:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
