,carrier,container,elapsed_days,first_date,first_latitude,first_location,first_longitude,first_status,first_status_code,first_vehicle,last_date,last_latitude,last_location,last_longitude,last_status,last_status_code,last_vehicle
10,1,MSKU6547639,32.261805555555554,2019-03-01 10:44:00,35.444991,"Maersk Yokohama Terminal
Yokohama, Kanagawa, Japan",139.636768,Empty,1,2,2019-04-02 17:01:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
11,1,MNBU0086224,38.62638888888889,2019-02-23 00:19:00,31.2253441,"Shanghai Donghwa No.3 depot
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 15:21:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
12,1,MNBU0039515,38.550694444444446,2019-02-22 20:08:00,31.2253441,"SHANGHAI XIN SANLY DEPOT
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 09:21:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
13,1,MNBU3460683,38.546527777777776,2019-02-22 21:13:00,31.2253441,"SHANGHAI XIN SANLY DEPOT
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 10:20:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
14,1,MNBU0119293,38.22222222222222,2019-02-23 05:02:00,31.2253441,"SHANGHAI XIN SANLY DEPOT
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 10:22:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
15,1,MNBU4000044,38.30763888888889,2019-02-23 02:56:00,31.2253441,"SHANGHAI XIN SANLY DEPOT
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 10:19:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
16,1,MNBU3651530,38.8875,2019-02-22 18:30:00,31.2253441,"SHANGHAI XIN SANLY DEPOT
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 15:48:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
17,1,MRSU3874259,39.299305555555556,2019-02-21 20:36:00,31.2253441,"Yangshan, SGH Shengdong Terminal
Shanghai, Shanghai, China",121.4888922,Empty,1,2,2019-04-02 03:47:00,-12.066667,"APM Terminals in Callao Port
Callao, Peru",-77.15,Gate out,8,2
18,1,MRKU4307766,42.86666666666667,2019-02-07 15:53:00,18.9470339,"Jawaharlal Nehru NSICT
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Gate in,2,2,2019-03-22 12:41:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
19,1,PONU8017129,40.863194444444446,2019-02-08 12:29:00,18.9470339,"Jawaharlal Nehru NSICT
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Gate in,2,2,2019-03-21 09:12:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
20,1,MSKU9498287,45.354166666666664,2019-02-04 00:27:00,18.9470339,"Jawaharlal Nehru NSICT
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Gate in,2,2,2019-03-21 08:57:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
21,1,MSKU9921275,45.08680555555556,2019-02-03 12:30:00,18.9470339,"Dnyaneshwar Shipping Services
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Empty,1,2,2019-03-20 14:35:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
22,1,MRKU3000543,45.69375,2019-02-02 22:30:00,18.9470339,"Dnyaneshwar Shipping Services
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Empty,1,2,2019-03-20 15:09:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
23,1,TGHU7050525,43.94166666666667,2019-02-04 16:11:00,18.9470339,"UNICORN MARINE SERVICES ANNEX YARD
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Empty,1,2,2019-03-20 14:47:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
24,1,MRSU3180469,64.10763888888889,2019-01-15 10:29:00,21.0956055,"Adani Hazira Port Pvt. Ltd
Hazira, GUJARAT, India",72.6466021,Load,3,1,2019-03-20 13:04:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
25,1,MSKU0491050,46.765277777777776,2019-02-02 13:00:00,32.4935378,"Mubarik Container Depot
Sialkot, Pakistan",74.5411575,Empty,1,2,2019-03-21 07:22:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
26,1,MRSU3191355,40.84236111111111,2019-02-07 18:00:00,21.1044001,"ICD Talegaon
Talegaon, MAHARASHTRA, India",78.2030868,Empty,1,2,2019-03-20 14:13:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
27,1,MRKU6158487,39.96111111111111,2019-02-08 15:15:00,18.9470339,"Jawaharlal Nehru NSICT
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Gate in,2,2,2019-03-20 14:19:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
28,1,MSKU9315909,40.734027777777776,2019-02-08 16:30:00,18.9470339,"Jawaharlal Nehru NSICT
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Gate in,2,2,2019-03-21 10:07:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
29,1,MRKU6109498,45.225,2019-02-05 03:30:00,18.9470339,"Dnyaneshwar Shipping Services
Jawaharlal Nehru, MAHARASHTRA, India",72.952661,Empty,1,2,2019-03-22 08:54:00,3.6707494,"TCBUEN
Buenaventura, Valle Del Cauca, Colombia",-76.9807757700535,Gate out,8,2
