,carrier,container,elapsed_days,first_date,first_latitude,first_location,first_longitude,first_status,first_status_code,first_vehicle,last_date,last_latitude,last_location,last_longitude,last_status,last_status_code,last_vehicle
1260,2,HLXU6521456,46.91458333333333,2019-02-18 13:11:00,30.3321838,"JACKSONVILLE, FL",-81.655651,Gate out empty,1,2,2019-04-06 11:08:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1261,2,HLXU8460236,45.790277777777774,2019-02-19 14:14:00,30.3321838,"JACKSONVILLE, FL",-81.655651,Gate out empty,1,2,2019-04-06 09:12:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1262,2,UACU5290810,47.71458333333333,2019-02-19 16:11:00,30.3321838,"JACKSONVILLE, FL",-81.655651,Gate out empty,1,2,2019-04-08 09:20:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1263,2,HLXU6596650,43.88055555555555,2019-02-21 15:51:00,30.3321838,"JACKSONVILLE, FL",-81.655651,Gate out empty,1,2,2019-04-06 12:59:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1264,2,HLXU6567420,49.22847222222222,2019-02-15 11:06:00,30.3321838,"JACKSONVILLE, FL",-81.655651,Gate out empty,1,2,2019-04-05 16:35:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1265,2,HLBU1172586,38.325,2019-02-26 08:52:00,29.7589382,"HOUSTON, TX",-95.3676974,Gate out empty,1,2,2019-04-05 16:40:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1266,2,HLBU9144976,31.28263888888889,2019-03-01 12:43:00,51.2211097,ANTWERP,4.3997081,Gate out empty,1,2,2019-04-01 19:30:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1267,2,HLBU9151907,41.3875,2019-02-26 10:54:00,53.550341,HAMBURG,10.000654,Gate out empty,1,2,2019-04-08 20:12:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1268,2,UACU3487918,44.357638888888886,2019-02-26 08:22:00,29.7589382,"HOUSTON, TX",-95.3676974,Gate out empty,1,2,2019-04-11 16:57:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1269,2,UACU3767457,43.12361111111111,2019-02-27 13:28:00,29.7589382,"HOUSTON, TX",-95.3676974,Gate out empty,1,2,2019-04-11 16:26:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
1270,2,HLXU1339840,42.86805555555556,2019-02-26 14:00:00,29.7589382,"HOUSTON, TX",-95.3676974,Gate out empty,1,2,2019-04-10 10:50:00,-12.066667,CALLAO,-77.15,Gate in empty,0,2
