container,movement_count,first_date,first_location,first_status,last_date,last_location,last_status
HLBU1456704,4,2019-04-11 14:03:00,CALLAO,Gate out empty,2019-06-08 06:00:00,BUSAN,Vessel arrival
TEMU7814323,5,2019-04-10 10:16:00,CALLAO,Gate out empty,2019-04-19 15:00:00,BUENAVENTURA,Vessel arrival
TEMU7901990,3,2019-04-11 09:55:00,CALLAO,Gate out empty,2019-04-29 10:00:00,GUAYAQUIL,Vessel arrival
UACU3503475,4,2019-04-17 09:42:00,CALLAO,Gate out empty,2019-06-15 06:00:00,BUSAN,Vessel arrival
HAMU1091714,5,2019-04-08 15:45:00,CALLAO,Gate out empty,2019-04-22 07:30:00,"PORT EVERGLADES, FL",Vessel arrival
HLBU1345871,7,2019-04-11 17:31:00,CALLAO,Gate out empty,2019-05-21 00:00:00,KOBE,Discharge
UACU4014400,5,2019-04-16 18:48:00,CALLAO,Gate out empty,2019-05-28 00:00:00,KOBE,Discharge
UACU3399838,5,2019-04-12 13:22:00,CALLAO,Gate out empty,2019-04-20 10:00:00,GUAYAQUIL,Vessel arrival
HLBU2003240,4,2019-04-13 10:33:00,CALLAO,Gate out empty,2019-04-25 08:00:00,SAN ANTONIO,Vessel arrival
HLXU8525949,6,2019-04-17 08:27:00,CALLAO,Gate out empty,2019-05-11 08:00:00,SAN LORENZO,Vessel arrival
TGBU5857265,5,2019-04-15 17:53:00,CALLAO,Gate out empty,2019-04-24 22:00:00,VALPARAISO,Vessel arrival
HLXU6485805,7,2019-04-08 17:45:00,CALLAO,Gate out empty,2019-05-24 00:00:00,HUANGPU,Discharge
UACU5968363,5,2019-04-12 01:57:00,CALLAO,Gate out empty,2019-05-31 00:00:00,HUANGPU,Discharge
CLHU3625400,5,2019-04-18 16:18:00,CALLAO,Gate out empty,2019-06-11 00:00:00,HUANGPU,Discharge
HLBU1049503,7,2019-04-02 19:51:00,CALLAO,Gate out empty,2019-04-26 19:00:00,BARRANQUILLA,Vessel arrival
HLXU3175806,5,2019-04-03 10:53:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
HLXU3460568,7,2019-04-04 14:50:00,CALLAO,Gate out empty,2019-05-02 00:00:00,"DETROIT, MI",Arrival in
HLXU3496961,5,2019-04-02 17:23:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
HLXU5371182,5,2019-04-15 12:20:00,CALLAO,Gate out empty,2019-04-24 14:00:00,"MANZANILLO, COL (MX)",Vessel arrival
UACU8325946,5,2019-04-13 18:06:00,CALLAO,Gate out empty,2019-05-11 22:00:00,"MAZATLAN, SIN",Vessel arrival
UACU8543573,5,2019-04-12 09:22:00,CALLAO,Gate out empty,2019-05-11 22:00:00,"MAZATLAN, SIN",Vessel arrival
HLXU1365279,4,2019-04-06 09:06:00,CALLAO,Gate out empty,2019-05-26 19:00:00,SANTOS,Vessel arrival
UACU4067118,5,2019-04-06 10:45:00,CALLAO,Gate out empty,2019-04-25 07:00:00,"NEW YORK, NY",Vessel arrival
HLBU9107397,7,2019-04-13 10:42:00,CALLAO,Gate out empty,2019-05-10 07:00:00,"VANCOUVER, BC",Vessel arrival
UACU4094279,11,2019-04-04 18:37:00,CALLAO,Gate out empty,2019-05-26 08:00:00,CHENNAI,Vessel arrival
HLBU1300624,3,2019-04-15 14:18:00,CALLAO,Gate out empty,2019-05-06 06:00:00,BUENAVENTURA,Vessel arrival
HAMU1116089,4,2019-04-13 13:17:00,CALLAO,Gate out empty,2019-04-25 08:00:00,SAN ANTONIO,Vessel arrival
UACU3691182,4,2019-04-13 12:04:00,CALLAO,Gate out empty,2019-04-25 08:00:00,SAN ANTONIO,Vessel arrival
HLXU1095640,5,2019-04-12 15:36:00,CALLAO,Gate out empty,2019-04-20 10:00:00,GUAYAQUIL,Vessel arrival
UACU3892340,5,2019-04-13 10:23:00,CALLAO,Gate out empty,2019-05-17 00:01:00,CALDERA,Vessel arrival
UACU4008012,4,2019-04-16 10:01:00,CALLAO,Gate out empty,2019-06-15 06:00:00,BUSAN,Vessel arrival
UACU8408613,5,2019-04-04 11:22:00,CALLAO,Gate out empty,2019-05-04 06:00:00,HAMBURG,Vessel arrival
UACU8574297,9,2019-04-04 11:44:00,CALLAO,Gate out empty,2019-05-11 20:00:00,VALENCIA,Vessel arrival
LNXU8452563,5,2019-04-15 17:21:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLBU9172828,7,2019-04-15 13:09:00,VALPARAISO,Gate out empty,2019-05-12 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
HLBU9202769,7,2019-04-15 09:14:00,VALPARAISO,Gate out empty,2019-05-21 00:00:00,KLAIPEDA,Discharge
HLXU6771157,4,2019-04-17 11:26:00,VALPARAISO,Gate out empty,2019-05-21 12:00:00,KEELUNG,Vessel arrival
HLXU8751226,7,2019-04-15 18:36:00,VALPARAISO,Gate out empty,2019-05-07 07:00:00,"PHILADELPHIA, PA",Vessel arrival
HLXU8763232,5,2019-04-15 16:41:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
TGHU8927239,5,2019-04-05 17:33:00,VALPARAISO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLXU3431488,7,2019-04-12 11:43:00,VALPARAISO,Gate out empty,2019-05-31 09:00:00,YANTAI,Vessel arrival
UACU4764283,11,2019-04-12 16:19:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
HLBU1242385,3,2019-04-09 19:06:00,VALPARAISO,Gate out empty,2019-05-21 07:00:00,ROTTERDAM,Vessel arrival
HLBU1321036,4,2019-04-18 02:51:00,CORONEL,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
TGBU5800948,4,2019-04-17 21:57:00,CORONEL,Gate out empty,2019-05-01 15:00:00,CALLAO,Vessel arrival
HLXU6575323,6,2019-04-15 13:25:00,SAN ANTONIO,Gate out empty,2019-05-05 23:00:00,PAITA,Vessel arrival
HLXU8681900,5,2019-04-16 19:11:00,SAN ANTONIO,Gate out empty,2019-05-24 06:30:00,"VANCOUVER, BC",Vessel arrival
UACU3746109,7,2019-04-11 19:55:00,VALPARAISO,Gate out empty,2019-05-31 09:00:00,YANTAI,Vessel arrival
HLXU8361784,7,2019-04-06 13:56:00,VALPARAISO,Gate out empty,2019-05-22 07:00:00,RAUMA,Vessel arrival
HLXU8714623,6,2019-04-17 17:12:00,VALPARAISO,Gate out empty,2019-05-22 00:00:00,CEBU,Discharge
HLXU1266466,7,2019-04-05 11:56:00,VALPARAISO,Gate out empty,2019-05-24 09:00:00,YANTAI,Vessel arrival
HLBU9064736,5,2019-04-12 20:09:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLXU8706660,7,2019-04-11 09:47:00,VALPARAISO,Gate out empty,2019-05-15 06:00:00,"NORFOLK, VA",Vessel arrival
HAMU1069496,5,2019-04-17 18:47:00,VALPARAISO,Gate out empty,2019-05-14 05:00:00,PUERTO LIMON,Vessel arrival
UACU8530200,5,2019-04-05 13:03:00,VALPARAISO,Gate out empty,2019-06-19 07:00:00,RAUMA,Vessel arrival
HLXU3505261,3,2019-04-18 20:20:00,VALPARAISO,Gate out empty,2019-05-06 19:00:00,MANZANILLO (PA),Vessel arrival
TEMU1598654,7,2019-04-13 11:59:00,VALPARAISO,Gate out empty,2019-05-19 07:00:00,FELIXSTOWE,Vessel arrival
HLBU2225504,5,2019-04-10 11:11:00,VALPARAISO,Gate out empty,2019-05-12 07:30:00,SALERNO,Vessel arrival
HLXU3507963,6,2019-04-16 16:52:00,VALPARAISO,Gate out empty,2019-06-07 09:00:00,YANTAI,Vessel arrival
HLXU1295079,5,2019-04-06 12:51:00,VALPARAISO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLBU2078492,4,2019-04-15 13:38:00,SANTIAGO DE CHILE,Gate out empty,2019-04-26 10:00:00,CALLAO,Vessel arrival
UACU4117651,7,2019-04-13 15:54:00,VALPARAISO,Gate out empty,2019-05-18 00:00:00,MOERDIJK,Arrival in
UACU5757571,7,2019-04-09 11:35:00,VALPARAISO,Gate out empty,2019-05-29 18:00:00,RIGA,Vessel arrival
HLBU2117011,4,2019-04-09 14:33:00,SANTIAGO DE CHILE,Gate out empty,2019-04-27 00:00:00,GUAYAQUIL,Vessel arrival
UACU4804431,11,2019-04-11 12:27:00,VALPARAISO,Gate out empty,2019-05-26 08:00:00,CHENNAI,Vessel arrival
UACU3963892,4,2019-04-08 13:45:00,VALPARAISO,Gate out empty,2019-05-21 07:00:00,ROTTERDAM,Vessel arrival
UACU5542320,4,2019-04-06 17:17:00,VALPARAISO,Gate out empty,2019-05-14 12:00:00,KEELUNG,Vessel arrival
HAMU1271906,7,2019-04-12 10:30:00,VALPARAISO,Gate out empty,2019-05-29 19:30:00,SINGAPORE,Vessel arrival
HLBU9294997,5,2019-04-15 19:28:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
TGBU5680190,9,2019-04-05 17:36:00,VALPARAISO,Gate out empty,2019-05-12 00:00:00,"DUBLIN, IRELAND",Vessel arrival
HLXU1293461,5,2019-04-13 11:13:00,SANTIAGO DE CHILE,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
HLBU1164678,5,2019-04-08 19:08:00,VALPARAISO,Gate out empty,2019-05-07 07:00:00,ROTTERDAM,Vessel arrival
HLXU8713859,5,2019-04-13 15:47:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
HLXU8587112,5,2019-04-11 18:34:00,VALPARAISO,Gate out empty,2019-04-22 23:00:00,CALLAO,Vessel arrival
UACU5997079,5,2019-04-12 12:03:00,VALPARAISO,Gate out empty,2019-04-22 23:00:00,CALLAO,Vessel arrival
HLBU9155380,9,2019-04-11 12:36:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
UACU5985463,3,2019-04-10 12:17:00,VALPARAISO,Gate out empty,2019-05-21 07:00:00,ROTTERDAM,Vessel arrival
HLXU1232738,5,2019-04-18 16:10:00,CALLAO,Gate out empty,2019-06-11 00:00:00,HUANGPU,Discharge
UACU3717327,6,2019-04-17 15:11:00,VALPARAISO,Gate out empty,2019-05-24 00:00:00,MOERDIJK,Arrival in
TEMU5285848,7,2019-04-13 17:56:00,VALPARAISO,Gate out empty,2019-05-06 21:00:00,PUERTO CABELLO,Vessel arrival
UASU1065582,5,2019-04-11 15:53:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLXU8720014,5,2019-04-15 16:56:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLXU6285957,5,2019-04-05 17:30:00,VALPARAISO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
UACU5957883,9,2019-04-08 14:27:00,SANTIAGO DE CHILE,Gate out empty,2019-05-22 00:00:00,"EDMONTON, AB",Arrival in
HLBU9019064,3,2019-04-18 11:13:00,VALPARAISO,Gate out empty,2019-05-17 01:00:00,HONG KONG,Vessel arrival
HLXU8720523,4,2019-04-18 17:49:00,VALPARAISO,Gate out empty,2019-05-21 12:00:00,KEELUNG,Vessel arrival
HLBU9090951,5,2019-04-12 21:39:00,VALPARAISO,Gate out empty,2019-05-14 12:00:00,KEELUNG,Vessel arrival
HLBU9114781,7,2019-04-13 18:26:00,VALPARAISO,Gate out empty,2019-05-08 16:00:00,"SAVANNAH, GA",Vessel arrival
HLBU2056180,7,2019-04-12 10:22:00,VALPARAISO,Gate out empty,2019-06-05 19:00:00,JEBEL ALI,Vessel arrival
UACU3613791,6,2019-04-10 13:37:00,VALPARAISO,Gate out empty,2019-05-19 07:00:00,"OAKLAND, CA",Vessel arrival
UACU3870064,5,2019-04-13 09:50:00,VALPARAISO,Gate out empty,2019-05-28 07:00:00,TEESPORT,Vessel arrival
HLXU5295816,7,2019-04-09 12:58:00,VALPARAISO,Gate out empty,2019-06-02 00:00:00,"DUBLIN, IRELAND",Vessel arrival
HLXU8769966,10,2019-04-17 10:16:00,VALPARAISO,Gate out empty,2019-06-09 08:00:00,CHENNAI,Vessel arrival
UACU3837575,6,2019-04-09 18:40:00,VALPARAISO,Gate out empty,2019-05-28 07:00:00,TEESPORT,Vessel arrival
LNXU9655483,6,2019-04-13 00:46:00,VALPARAISO,Gate out empty,2019-05-17 14:00:00,LONDON GATEWAY PORT,Vessel arrival
HLBU9207204,7,2019-04-15 09:38:00,VALPARAISO,Gate out empty,2019-05-08 16:00:00,"SAVANNAH, GA",Vessel arrival
UACU4056730,5,2019-04-11 10:09:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
UACU4123042,13,2019-04-10 10:41:00,VALPARAISO,Gate out empty,2019-05-31 00:00:00,"TORONTO, ON",Arrival in
UAEU9609219,5,2019-04-12 12:09:00,VALPARAISO,Gate out empty,2019-04-22 23:00:00,CALLAO,Vessel arrival
CPSU5166403,8,2019-04-10 16:41:00,TALCAHUANO,Gate out empty,2019-06-01 17:00:00,HAMBURG,Vessel arrival
HLBU9204571,8,2019-04-17 16:06:00,TALCAHUANO,Gate out empty,2019-05-24 06:00:00,LONDON GATEWAY PORT,Vessel arrival
HLBU2065113,5,2019-04-06 13:48:00,VALPARAISO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLBU9218940,5,2019-04-15 17:51:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
CLHU3486198,4,2019-04-09 19:06:00,VALPARAISO,Gate out empty,2019-05-21 07:00:00,ROTTERDAM,Vessel arrival
HLBU1363833,13,2019-03-18 15:19:00,SANTIAGO DE CHILE,Gate out empty,2019-04-20 00:00:00,"TORONTO, ON",Arrival in
HLXU1243882,13,2019-03-16 12:57:00,SANTIAGO DE CHILE,Gate out empty,2019-04-20 00:00:00,"TORONTO, ON",Arrival in
HLXU1406315,13,2019-03-18 12:12:00,SANTIAGO DE CHILE,Gate out empty,2019-04-20 00:00:00,"TORONTO, ON",Arrival in
HLXU3547837,13,2019-03-18 15:19:00,SANTIAGO DE CHILE,Gate out empty,2019-04-20 00:00:00,"TORONTO, ON",Arrival in
TEMU1616573,11,2019-03-08 09:38:00,SAN ANTONIO,Gate out empty,2019-04-19 00:00:00,"MINNEAPOLIS, MN",Arrival in
UACU4801392,11,2019-03-20 16:14:00,TALCAHUANO,Gate out empty,2019-04-20 06:00:00,"LOS ANGELES, CA",Vessel arrival
TGHU6201890,4,2019-04-17 06:49:00,"MIAMI, FL",Gate out empty,2019-05-23 06:00:00,ANTWERP,Vessel arrival
UACU5156020,6,2019-04-11 12:45:00,"MIAMI, FL",Gate out empty,2019-05-22 00:00:00,OSLO,Vessel arrival
UACU5441731,4,2019-04-12 11:46:00,"PORT EVERGLADES, FL",Gate out empty,2019-05-04 22:00:00,BUENOS AIRES,Vessel arrival
UAEU1255865,9,2019-03-21 08:16:00,TALCAHUANO,Gate out empty,2019-04-25 15:00:00,LIVORNO (LEGHORN),Vessel arrival
UACU3940069,12,2019-03-16 09:36:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 23:59:00,"FORT SMITH, AR",Departure from
HAMU1272081,13,2019-03-19 13:35:00,SAN VICENTE,Gate out empty,2019-05-06 00:00:00,"GUADALUPE, NLE",Arrival in
UACU3826631,6,2019-04-16 11:35:00,"NEW YORK, NY",Gate out empty,2019-05-15 18:00:00,RIGA,Vessel arrival
HLXU1083911,11,2019-03-11 16:52:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
TGHU0041603,11,2019-03-11 17:05:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
CPSU5142546,12,2019-03-20 10:57:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
CPSU5144045,12,2019-03-20 10:04:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
CPSU5153957,12,2019-03-20 10:29:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8704306,12,2019-03-19 16:38:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8719034,12,2019-03-19 16:07:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
UAEU1254663,12,2019-03-20 10:35:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8802149,8,2019-03-19 17:17:00,SAN ANTONIO,Gate out empty,2019-05-03 18:00:00,"HALIFAX, NS",Vessel arrival
HLXU8094008,11,2019-03-20 09:56:00,SAN VICENTE,Gate out empty,2019-04-22 00:00:00,"WHITE HOUSE, TN",Arrival in
CPSU1786129,11,2019-03-14 11:39:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
HLXU3264101,11,2019-03-14 14:28:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
HLXU3303281,11,2019-03-14 18:32:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
UACU3875404,11,2019-03-14 14:13:00,CORONEL,Gate out empty,2019-05-16 04:00:00,DAMIETTA,Vessel arrival
CPSU5103494,6,2019-04-15 10:29:00,"PORT EVERGLADES, FL",Gate out empty,2019-05-11 00:00:00,ROTTERDAM,Arrival in
HLXU8761100,15,2019-03-14 17:34:00,TALCAHUANO,Gate out empty,2019-05-04 00:00:00,SAINT PETERSBURG,Vessel arrival
CSVU7501265,12,2019-03-21 10:08:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9009929,12,2019-03-21 11:33:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9031769,12,2019-03-20 17:22:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9177481,12,2019-03-20 18:36:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9186631,12,2019-03-21 10:55:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9254443,12,2019-03-21 11:44:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8774469,12,2019-03-21 11:40:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8782443,12,2019-03-20 18:33:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
UACU4741333,12,2019-03-21 10:32:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
UAEU1269093,12,2019-03-20 18:35:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU1911156,8,2019-04-19 08:26:00,"BALTIMORE, MD",Gate out empty,2019-06-03 00:01:00,DAKAR,Vessel arrival
UACU5439708,4,2019-04-16 09:57:00,"BALTIMORE, MD",Gate out empty,2019-05-09 15:00:00,SAN ANTONIO,Vessel arrival
HLXU8714460,11,2019-03-18 16:19:00,LIRQUEN,Gate out empty,2019-04-27 17:00:00,HAMBURG,Vessel arrival
HAMU1161576,5,2019-04-18 10:53:00,"CHICAGO, IL",Gate out empty,2019-06-06 15:00:00,MUHAMMAD BIN QASIM,Vessel arrival
HLBU9001954,11,2019-03-19 12:52:00,TALCAHUANO,Gate out empty,2019-04-20 06:00:00,"LOS ANGELES, CA",Vessel arrival
UACU4762146,9,2019-03-20 16:40:00,TALCAHUANO,Gate out empty,2019-04-26 16:00:00,GENOA,Vessel arrival
HLXU8788987,7,2019-04-15 09:45:00,"PORT EVERGLADES, FL",Gate out empty,2019-05-13 07:00:00,MONTEVIDEO,Vessel arrival
HLXU8771412,11,2019-03-20 15:54:00,TALCAHUANO,Gate out empty,2019-04-24 06:00:00,LE HAVRE,Vessel arrival
UAEU1253857,8,2019-03-20 17:45:00,LIRQUEN,Gate out empty,2019-05-03 18:00:00,"HALIFAX, NS",Vessel arrival
UACU8412510,3,2019-04-17 13:35:00,"NEW YORK, NY",Gate out empty,2019-05-10 18:00:00,ROTTERDAM,Vessel arrival
HLXU1180866,10,2019-03-18 18:33:00,SAN VICENTE,Gate out empty,2019-04-19 00:00:00,"ATLANTA, GA",Arrival in
HLBU9270070,8,2019-03-19 20:20:00,LIRQUEN,Gate out empty,2019-05-03 18:00:00,"HALIFAX, NS",Vessel arrival
UACU5964603,11,2019-04-19 10:59:00,"BALTIMORE, MD",Gate out empty,2019-06-06 00:00:00,RIYADH,Arrival in
HLXU8717427,12,2019-03-20 14:03:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8729520,12,2019-03-19 10:20:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLXU8738266,12,2019-03-19 10:51:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
LNXU7554869,12,2019-03-18 16:12:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
UACU4795962,12,2019-03-20 09:54:00,LIRQUEN,Gate out empty,2019-05-07 16:00:00,TEMA,Vessel arrival
HLBU9180741,11,2019-03-19 14:53:00,TALCAHUANO,Gate out empty,2019-04-29 19:00:00,SOUTHAMPTON,Vessel arrival
HLBU2297989,11,2019-03-09 12:10:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 06:00:00,"OAKLAND, CA",Vessel arrival
TEMU1851850,11,2019-03-09 12:10:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 06:00:00,"OAKLAND, CA",Vessel arrival
UACU3965405,11,2019-03-09 12:25:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 06:00:00,"OAKLAND, CA",Vessel arrival
HLBU2008983,4,2019-04-17 07:37:00,"MIAMI, FL",Gate out empty,2019-05-09 15:00:00,SAN ANTONIO,Vessel arrival
UACU8248325,9,2019-03-18 18:39:00,SANTIAGO DE CHILE,Gate out empty,2019-04-22 08:00:00,"HALIFAX, NS",Vessel arrival
UACU5949240,7,2019-04-11 12:13:00,"MIAMI, FL",Gate out empty,2019-05-16 21:00:00,LE HAVRE,Vessel arrival
HLBU9070256,9,2019-03-20 17:04:00,TALCAHUANO,Gate out empty,2019-04-26 16:00:00,GENOA,Vessel arrival
AMFU8761165,4,2019-04-16 08:42:00,"MIAMI, FL",Gate out empty,2019-04-28 09:00:00,CARTAGENA (COLOMBIA),Vessel arrival
HLBU1661139,4,2019-04-15 07:55:00,"MIAMI, FL",Gate out empty,2019-04-27 19:00:00,"VERACRUZ, VER",Vessel arrival
HLBU1717726,9,2019-04-11 13:07:00,"MIAMI, FL",Gate out empty,2019-06-22 08:00:00,AL KHUMS,Vessel arrival
HLXU8104786,7,2019-04-11 10:34:00,"MIAMI, FL",Gate out empty,2019-05-16 21:00:00,LE HAVRE,Vessel arrival
UACU5797656,4,2019-04-12 12:48:00,"MIAMI, FL",Gate out empty,2019-05-09 15:00:00,SAN ANTONIO,Vessel arrival
HLBU9008239,5,2019-04-16 09:25:00,"PORT EVERGLADES, FL",Gate out empty,2019-05-02 15:00:00,SAN ANTONIO,Vessel arrival
HAMU1000864,13,2019-03-19 13:00:00,LIRQUEN,Gate out empty,2019-05-23 08:00:00,DAMIETTA,Vessel arrival
HLBU1236269,13,2019-03-18 16:13:00,LIRQUEN,Gate out empty,2019-05-23 08:00:00,DAMIETTA,Vessel arrival
HLXU1216491,13,2019-03-18 12:45:00,LIRQUEN,Gate out empty,2019-05-23 08:00:00,DAMIETTA,Vessel arrival
TEMU1406026,13,2019-03-20 08:49:00,LIRQUEN,Gate out empty,2019-05-23 08:00:00,DAMIETTA,Vessel arrival
TEMU1857992,13,2019-03-18 16:19:00,LIRQUEN,Gate out empty,2019-05-23 08:00:00,DAMIETTA,Vessel arrival
HLXU6350630,11,2019-03-20 11:12:00,SAN VICENTE,Gate out empty,2019-04-22 00:00:00,"WHITE HOUSE, TN",Arrival in
HAMU1206161,4,2019-04-16 08:53:00,"MIAMI, FL",Gate out empty,2019-05-23 06:00:00,ANTWERP,Vessel arrival
HLBU2087940,3,2019-04-16 14:52:00,"PORT EVERGLADES, FL",Arrival in,2019-05-01 01:00:00,SANTOS,Vessel arrival
UACU3741940,9,2019-03-20 16:28:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
UACU4124579,9,2019-03-20 10:19:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HAMU1075668,9,2019-03-20 10:28:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLBU1725038,9,2019-03-20 11:31:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU3078621,9,2019-03-20 11:31:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU3232172,9,2019-03-20 11:31:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU3240516,9,2019-03-20 14:16:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU3473061,9,2019-03-20 10:18:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU3502684,9,2019-03-20 10:27:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
TGHU0032469,9,2019-03-20 10:27:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
TGHU0321630,9,2019-03-20 11:31:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
UACU3393444,9,2019-03-20 10:27:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
UACU3518201,9,2019-03-20 16:28:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
UACU3556644,9,2019-03-20 16:28:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
UACU3587389,9,2019-03-20 11:45:00,SAN VICENTE,Gate out empty,2019-05-07 10:00:00,"SYDNEY, NSW",Vessel arrival
HLXU8733578,15,2019-03-21 09:40:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
CPSU5164709,15,2019-03-20 16:40:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
HLXU8798959,15,2019-03-20 18:26:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
HLXU8766015,15,2019-03-20 17:00:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
UACU4770584,15,2019-03-20 17:12:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
UACU4782461,15,2019-03-20 11:46:00,LIRQUEN,Gate out empty,2019-05-09 22:00:00,ROTTERDAM,Vessel arrival
HLBU9267857,9,2019-03-18 16:46:00,LIRQUEN,Gate out empty,2019-04-25 05:00:00,LONDON GATEWAY PORT,Vessel arrival
