container,movement_count,first_date,first_location,first_status,last_date,last_location,last_status
TEMU9040627,3,2019-04-12 21:56:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
FSCU7222349,5,2019-04-13 13:35:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
HLBU1654150,5,2019-04-01 16:13:00,CALLAO,Gate out empty,2019-04-18 07:00:00,"NEW YORK, NY",Vessel arrival
HLXU1342252,5,2019-04-02 09:20:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
UACU3734915,5,2019-04-03 18:36:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
HLBU9072639,3,2019-04-09 02:21:00,CALLAO,Gate out empty,2019-05-15 17:00:00,SHANGHAI,Vessel arrival
HAMU1089717,7,2019-04-04 11:38:00,CALLAO,Gate out empty,2019-05-17 00:00:00,LIANYUNGANG,Discharge
XINU1139100,5,2019-04-05 08:55:00,CALLAO,Gate out empty,2019-05-24 00:00:00,HUANGPU,Discharge
HLXU3449105,5,2019-04-04 08:51:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
TGHU6111945,4,2019-04-10 18:18:00,CALLAO,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
HAMU1181314,3,2019-04-12 14:53:00,CALLAO,Gate out empty,2019-04-25 08:00:00,SAN ANTONIO,Vessel arrival
UACU5692022,5,2019-04-03 11:49:00,CALLAO,Gate out empty,2019-05-05 18:00:00,"SAN JUAN, PUERTO RICO",Vessel arrival
UACU5453075,3,2019-04-12 09:49:00,CALLAO,Gate out empty,2019-04-22 15:00:00,SAN ANTONIO,Vessel arrival
HAMU1073475,3,2019-04-03 23:57:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
FSCU6463001,5,2019-04-13 19:01:00,CALLAO,Gate out empty,2019-06-12 00:00:00,ZHANJIANG,Discharge
HAMU1284734,3,2019-04-11 11:17:00,CALLAO,Gate out empty,2019-04-22 15:00:00,SAN ANTONIO,Vessel arrival
HLXU8039525,3,2019-04-12 13:03:00,CALLAO,Gate out empty,2019-05-02 07:00:00,"NEW YORK, NY",Vessel arrival
UACU8176694,5,2019-04-02 17:31:00,CALLAO,Gate out empty,2019-04-13 10:00:00,GUAYAQUIL,Vessel arrival
UACU8464047,5,2019-04-01 16:45:00,CALLAO,Gate out empty,2019-05-04 22:00:00,"MAZATLAN, SIN",Vessel arrival
HLBU1875819,3,2019-04-10 20:31:00,CALLAO,Gate out empty,2019-04-22 15:00:00,SAN ANTONIO,Vessel arrival
HLBU1951884,5,2019-04-08 14:25:00,CALLAO,Gate out empty,2019-04-15 06:00:00,BUENAVENTURA,Vessel arrival
UACU5545320,3,2019-04-09 09:52:00,CALLAO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLBU1929392,4,2019-04-03 14:47:00,CALLAO,Gate out empty,2019-04-15 15:00:00,SAN ANTONIO,Vessel arrival
UACU5699557,3,2019-04-12 14:49:00,CALLAO,Gate out empty,2019-04-25 08:00:00,SAN ANTONIO,Vessel arrival
HLXU1029715,4,2019-04-11 12:12:00,CALLAO,Gate out empty,2019-04-19 15:00:00,BUENAVENTURA,Vessel arrival
AMFU3165522,5,2019-04-10 19:44:00,CALLAO,Gate out empty,2019-05-06 15:00:00,PROVIDENCIALES,Vessel arrival
GATU1304603,4,2019-04-11 11:12:00,CALLAO,Gate out empty,2019-04-19 15:00:00,BUENAVENTURA,Vessel arrival
HAMU1022652,5,2019-04-09 10:09:00,CALLAO,Gate out empty,2019-05-23 00:00:00,ZHANGJIAGANG,Discharge
HAMU1101535,5,2019-04-08 16:27:00,CALLAO,Gate out empty,2019-04-25 07:00:00,"NEW YORK, NY",Vessel arrival
HLBU1345188,3,2019-04-11 14:03:00,CALLAO,Gate out empty,2019-06-08 06:00:00,BUSAN,Vessel arrival
HLXU1017669,5,2019-04-03 14:18:00,CALLAO,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
HLXU1275663,3,2019-04-08 15:40:00,CALLAO,Gate out empty,2019-04-20 10:00:00,GUAYAQUIL,Vessel arrival
HLXU1311647,4,2019-04-03 10:49:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
HLXU1399849,7,2019-04-04 11:15:00,CALLAO,Gate out empty,2019-05-17 00:00:00,LIANYUNGANG,Discharge
HLXU1401442,7,2019-04-05 12:40:00,CALLAO,Gate out empty,2019-05-17 00:00:00,LIANYUNGANG,Discharge
HLXU3346030,5,2019-04-05 08:36:00,CALLAO,Gate out empty,2019-04-25 07:00:00,"NEW YORK, NY",Vessel arrival
TEMU2345748,5,2019-04-05 12:58:00,CALLAO,Gate out empty,2019-05-24 00:00:00,HUANGPU,Discharge
UACU3598064,3,2019-04-10 11:34:00,CALLAO,Gate out empty,2019-06-08 06:00:00,BUSAN,Vessel arrival
UACU3667545,3,2019-04-06 13:27:00,CALLAO,Gate out empty,2019-05-07 07:00:00,ROTTERDAM,Vessel arrival
UACU3670282,3,2019-04-10 12:45:00,CALLAO,Gate out empty,2019-04-30 23:01:00,GUAYAQUIL,Vessel arrival
UACU4064459,7,2019-04-04 11:38:00,CALLAO,Gate out empty,2019-05-17 00:00:00,LIANYUNGANG,Discharge
UACU4091388,5,2019-04-02 19:51:00,CALLAO,Gate out empty,2019-04-26 19:00:00,BARRANQUILLA,Vessel arrival
CPSU1767176,3,2019-04-08 14:17:00,CALLAO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLBU1030030,5,2019-04-11 17:23:00,CALLAO,Gate out empty,2019-05-21 00:00:00,KOBE,Discharge
UACU3938354,3,2019-04-12 14:52:00,CALLAO,Arrival in,2019-04-21 00:30:00,IQUIQUE,Vessel arrival
UACU4009831,3,2019-04-12 14:49:00,CALLAO,Arrival in,2019-04-21 00:30:00,IQUIQUE,Vessel arrival
HAMU1129506,7,2019-04-04 16:21:00,CALLAO,Gate out empty,2019-04-30 02:00:00,ALGECIRAS,Vessel arrival
UACU3881639,3,2019-04-10 11:28:00,CALLAO,Gate out empty,2019-05-15 22:00:00,LE HAVRE,Vessel arrival
HLBU2325859,7,2019-04-04 12:18:00,CALLAO,Gate out empty,2019-05-17 00:00:00,LIANYUNGANG,Discharge
HLBU1051394,5,2019-04-01 17:55:00,CALLAO,Gate out empty,2019-05-04 22:00:00,"MAZATLAN, SIN",Vessel arrival
HLBU1562265,4,2019-04-02 14:49:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
GATU1325988,3,2019-04-09 16:50:00,CALLAO,Gate out empty,2019-05-11 06:00:00,HAMBURG,Vessel arrival
HLXU1295720,3,2019-04-10 12:34:00,CALLAO,Gate out empty,2019-04-30 23:01:00,GUAYAQUIL,Vessel arrival
HLXU8525240,5,2019-04-08 11:25:00,CALLAO,Gate out empty,2019-04-25 07:00:00,"NEW YORK, NY",Vessel arrival
HLBU2007966,7,2019-04-03 19:52:00,CALLAO,Gate out empty,2019-04-28 07:00:00,"OAKLAND, CA",Vessel arrival
TGHU6495394,9,2019-03-12 18:59:00,"MANZANILLO, COL (MX)",Gate out empty,2019-04-13 17:00:00,ILO,Vessel arrival
UACU5281818,9,2019-03-12 19:04:00,"MANZANILLO, COL (MX)",Gate out empty,2019-04-13 17:00:00,ILO,Vessel arrival
FSCU7794128,10,2019-02-19 21:37:00,SHANGHAI,Gate out empty,2019-04-12 06:50:00,MATARANI,Discharge
HLXU1043441,9,2019-02-19 22:36:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
HLXU1073256,9,2019-02-19 21:39:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
HLXU3173249,9,2019-02-19 21:32:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
HLXU3398970,9,2019-02-19 22:51:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
HLXU3552411,9,2019-02-19 21:54:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
TEMU1455057,9,2019-02-20 14:05:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
TEMU1846344,9,2019-02-19 21:37:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
TEMU1857842,9,2019-02-20 14:48:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
TGHU0984211,9,2019-02-20 14:02:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
TGHU1214344,9,2019-02-19 21:54:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
UACU3366346,9,2019-02-19 21:42:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
UACU3635810,9,2019-02-20 14:50:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
UACU3828249,9,2019-02-19 22:34:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
UACU3917618,9,2019-02-19 22:34:00,SHANGHAI,Gate out empty,2019-04-12 08:00:00,MATARANI,Vessel arrival
CPSU1778397,4,2019-03-30 13:02:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
HLXU3554950,3,2019-04-10 21:00:00,CALLAO,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
UACU5894933,4,2019-04-11 12:43:00,CALLAO,Gate out empty,2019-04-22 08:00:00,LIRQUEN,Vessel arrival
UACU5651569,5,2019-04-01 14:52:00,CALLAO,Gate out empty,2019-04-18 07:00:00,"NEW YORK, NY",Vessel arrival
TEMU1850452,3,2019-04-03 23:52:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
HLXU5373101,5,2019-04-05 11:54:00,CALLAO,Gate out empty,2019-05-10 00:00:00,SHEFFIELD,Arrival in
UASU1070151,5,2019-04-12 15:19:00,CALLAO,Gate out empty,2019-05-08 00:00:00,"CHICAGO, IL",Arrival in
UACU4011422,4,2019-04-02 08:58:00,CALLAO,Gate out empty,2019-04-15 15:30:00,GUAYAQUIL,Vessel arrival
HLXU3402561,3,2019-04-03 20:49:00,CALLAO,Gate out empty,2019-04-27 08:00:00,SAN VICENTE,Vessel arrival
HLBU1476824,4,2019-04-11 17:10:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
HLBU2183883,4,2019-04-09 17:14:00,VALPARAISO,Gate out empty,2019-05-07 02:00:00,ALGECIRAS,Vessel arrival
HLBU2184088,6,2019-04-11 18:25:00,VALPARAISO,Gate out empty,2019-05-23 06:00:00,HELSINKI,Vessel arrival
HLBU2190202,5,2019-04-12 12:06:00,VALPARAISO,Gate out empty,2019-05-29 07:00:00,RAUMA,Vessel arrival
HLXU8765472,6,2019-04-11 14:05:00,VALPARAISO,Gate out empty,2019-05-21 06:00:00,SAINT PETERSBURG,Vessel arrival
HLBU2160018,7,2019-04-11 15:04:00,VALPARAISO,Gate out empty,2019-05-29 00:00:00,"EDMONTON, AB",Arrival in
HLBU2209139,4,2019-04-10 17:14:00,VALPARAISO,Gate out empty,2019-05-07 02:00:00,ALGECIRAS,Vessel arrival
UACU5869817,3,2019-04-12 17:12:00,VALPARAISO,Gate out empty,2019-05-18 06:00:00,HAMBURG,Vessel arrival
TGBU5741280,3,2019-04-11 15:21:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
TGHU9483972,4,2019-04-11 11:49:00,SANTIAGO DE CHILE,Gate out empty,2019-04-19 08:00:00,CALLAO,Vessel arrival
UACU8543681,7,2019-04-09 14:37:00,VALPARAISO,Gate out empty,2019-05-19 00:00:00,"DUBLIN, IRELAND",Vessel arrival
HLBU1099989,5,2019-04-11 15:23:00,VALPARAISO,Gate out empty,2019-05-31 09:00:00,YANTAI,Vessel arrival
HLBU1984888,4,2019-04-08 14:06:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
FSCU7238134,9,2019-04-05 10:23:00,IQUIQUE,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
HLBU1927492,4,2019-04-10 10:51:00,VALPARAISO,Gate out empty,2019-05-12 07:30:00,SALERNO,Vessel arrival
TGBU6122188,6,2019-04-10 09:52:00,VALPARAISO,Gate out empty,2019-05-22 00:00:00,JIAO XIN,Discharge
UASU1030570,3,2019-04-09 09:38:00,VALPARAISO,Gate out empty,2019-05-18 08:00:00,TOKYO,Vessel arrival
FSCU8432885,5,2019-04-10 17:50:00,ANTOFAGASTA,Gate out empty,2019-05-21 12:00:00,KEELUNG,Vessel arrival
UAEU1240844,8,2019-04-11 17:15:00,VALPARAISO,Gate out empty,2019-05-18 04:00:00,BUSAN,Vessel arrival
FSCU5661851,5,2019-04-17 18:44:00,VALPARAISO,Gate out empty,2019-05-21 12:00:00,KEELUNG,Vessel arrival
FSCU5662380,5,2019-04-15 16:53:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLBU9283729,4,2019-04-12 13:16:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
UACU3540653,7,2019-04-05 10:57:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
UACU3717651,3,2019-04-11 11:56:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
UACU3736501,3,2019-04-11 17:29:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
UACU3766487,7,2019-04-05 10:57:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
UACU3785300,3,2019-04-11 11:57:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
UACU3812216,3,2019-04-12 09:05:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
UACU3835340,7,2019-04-05 10:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
UACU3855305,3,2019-04-12 09:18:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
UACU3911970,3,2019-04-11 17:29:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
UACU3913886,3,2019-04-11 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
UACU4116300,7,2019-04-05 09:53:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
CLHU3195269,7,2019-04-05 15:39:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
FSCU7690308,9,2019-04-05 17:32:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
FSCU7783226,7,2019-04-17 12:42:00,ANTOFAGASTA,Gate out empty,2019-06-08 06:00:00,BUSAN,Vessel arrival
FSCU7801124,9,2019-04-05 11:17:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
FSCU7823102,9,2019-04-18 17:24:00,ANTOFAGASTA,Gate out empty,2019-06-05 00:00:00,HUANGPU,Discharge
HAMU1094950,3,2019-04-12 18:06:00,ANTOFAGASTA,Gate out empty,2019-05-27 21:00:00,SHANGHAI,Vessel arrival
HAMU1129867,7,2019-04-05 12:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLBU1182671,3,2019-04-12 09:05:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
HLBU1827894,9,2019-04-03 09:18:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2282058,9,2019-04-02 15:45:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2290032,9,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2294402,9,2019-04-02 14:35:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2296051,9,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2311496,9,2019-04-03 09:19:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLBU2359519,7,2019-04-05 14:37:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU1097026,7,2019-04-05 17:54:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU1133144,7,2019-04-05 10:09:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU1146049,7,2019-04-05 10:18:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU1291160,7,2019-04-05 12:36:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU1312026,3,2019-04-12 08:46:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
HLXU1418532,9,2019-04-03 10:30:00,ANTOFAGASTA,Gate out empty,2019-05-22 00:00:00,HUANGPU,Discharge
HLXU3159451,7,2019-04-05 09:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3243731,7,2019-04-05 11:17:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3269037,7,2019-04-05 16:55:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3276782,7,2019-04-05 11:11:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3321198,7,2019-04-05 10:31:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3346616,3,2019-04-11 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-12 19:00:00,SANTOS,Vessel arrival
HLXU3351211,7,2019-04-05 10:38:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HLXU3396406,7,2019-04-05 12:24:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
TEMU1608120,3,2019-04-11 14:53:00,ANTOFAGASTA,Gate out empty,2019-05-08 18:00:00,ITAPOA,Vessel arrival
TGBU2175889,7,2019-04-05 15:12:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
TGBU2618082,7,2019-04-05 17:41:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
TGHU1397245,7,2019-04-05 12:43:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
TGHU3204561,7,2019-04-05 12:36:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
UACU3484518,7,2019-04-05 17:32:00,ANTOFAGASTA,Gate out empty,2019-05-20 22:00:00,ANTWERP,Vessel arrival
HAMU1183770,5,2019-04-11 13:12:00,SANTIAGO DE CHILE,Gate out empty,2019-05-19 10:00:00,"VITORIA, ES",Vessel arrival
HLBU2341084,5,2019-04-11 11:32:00,VALPARAISO,Gate out empty,2019-05-21 15:00:00,SOUTH SHIELDS,Vessel arrival
AMFU8595254,7,2019-04-05 10:41:00,ANTOFAGASTA,Gate out empty,2019-05-25 06:00:00,BUSAN,Vessel arrival
HLBU9025489,6,2019-04-12 11:58:00,VALPARAISO,Gate out empty,2019-05-27 07:00:00,COPENHAGEN,Vessel arrival
HLBU9035321,4,2019-04-11 12:18:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9055230,8,2019-04-10 20:37:00,VALPARAISO,Gate out empty,2019-05-17 14:00:00,SINGAPORE,Vessel arrival
HLBU9088609,4,2019-04-12 13:19:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9104715,7,2019-04-09 20:48:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,"PHILADELPHIA, PA",Vessel arrival
HLBU9120613,6,2019-04-11 17:49:00,VALPARAISO,Gate out empty,2019-05-16 00:00:00,HO CHI MINH CITY,Discharge
HLBU9149108,4,2019-04-11 10:29:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9176968,6,2019-04-11 18:02:00,VALPARAISO,Gate out empty,2019-05-13 21:00:00,SHANGHAI,Vessel arrival
HLBU9177347,8,2019-04-11 17:58:00,VALPARAISO,Gate out empty,2019-05-27 00:01:00,CHITTAGONG,Vessel arrival
HLBU9200236,3,2019-04-12 20:05:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9229179,7,2019-04-09 09:40:00,VALPARAISO,Gate out empty,2019-04-30 07:00:00,"PHILADELPHIA, PA",Vessel arrival
HLBU9232064,4,2019-04-11 09:23:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLXU8704862,5,2019-04-10 12:28:00,VALPARAISO,Gate out empty,2019-05-11 08:00:00,"NORFOLK, VA",Vessel arrival
HLXU8716971,3,2019-04-13 02:05:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
HLXU8751524,3,2019-04-12 16:26:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLXU8790726,4,2019-04-12 20:38:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
UACU4766671,8,2019-04-11 16:55:00,VALPARAISO,Gate out empty,2019-05-21 01:00:00,PORT KELANG,Vessel arrival
UACU4768951,7,2019-04-12 21:27:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
UACU4775117,4,2019-04-12 13:13:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
UACU4799910,4,2019-04-11 19:56:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
UAEU1235909,8,2019-04-11 19:38:00,VALPARAISO,Gate out empty,2019-05-23 22:00:00,PORT KELANG,Vessel arrival
UAEU1243226,4,2019-04-10 19:14:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
UAEU1261071,4,2019-04-12 09:31:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLXU6250483,7,2019-04-05 12:57:00,IQUIQUE,Gate out empty,2019-04-26 12:00:00,CAUCEDO,Vessel arrival
TEMU5231184,4,2019-04-11 09:17:00,IQUIQUE,Gate out empty,2019-06-01 06:00:00,BUSAN,Vessel arrival
UACU5926650,6,2019-04-09 12:38:00,VALPARAISO,Gate out empty,2019-05-29 07:00:00,RAUMA,Vessel arrival
HLBU9106111,4,2019-04-12 16:56:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9195968,7,2019-04-09 21:13:00,VALPARAISO,Gate out empty,2019-05-14 00:00:00,KLAIPEDA,Discharge
UAEU1245213,3,2019-04-12 20:24:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
TGHU8874587,4,2019-04-09 00:49:00,ANTOFAGASTA,Gate out empty,2019-05-20 20:00:00,BUSAN,Vessel arrival
UACU5371104,7,2019-04-05 15:33:00,ANTOFAGASTA,Gate out empty,2019-05-25 06:00:00,BUSAN,Vessel arrival
HLBU9018746,4,2019-04-11 09:27:00,VALPARAISO,Gate out empty,2019-05-14 12:00:00,KEELUNG,Vessel arrival
HLBU9021441,4,2019-04-11 19:08:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9025811,4,2019-04-12 18:45:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLBU9025920,5,2019-04-11 18:48:00,VALPARAISO,Gate out empty,2019-05-13 21:00:00,SHANGHAI,Vessel arrival
HLBU9053264,4,2019-04-12 13:06:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9055210,4,2019-04-12 19:05:00,VALPARAISO,Gate out empty,2019-05-14 07:00:00,ROTTERDAM,Vessel arrival
HLBU9084521,4,2019-04-11 12:21:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9093082,4,2019-04-11 18:35:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9094474,10,2019-04-12 17:13:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
HLBU9103426,10,2019-04-11 11:23:00,VALPARAISO,Gate out empty,2019-05-30 14:00:00,NHAVA SHEVA,Vessel arrival
HLBU9103534,4,2019-04-12 12:11:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9104124,4,2019-04-11 20:41:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9114565,8,2019-04-12 12:05:00,VALPARAISO,Gate out empty,2019-05-18 04:00:00,BUSAN,Vessel arrival
HLBU9115197,8,2019-04-12 18:19:00,VALPARAISO,Gate out empty,2019-05-15 20:00:00,SHEKOU,Vessel arrival
HLBU9117034,4,2019-04-11 10:04:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9123490,6,2019-04-12 19:47:00,VALPARAISO,Gate out empty,2019-05-15 00:00:00,LAEM CHABANG,Discharge
HLBU9152800,4,2019-04-11 10:16:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9154017,6,2019-04-11 16:30:00,VALPARAISO,Gate out empty,2019-05-20 00:00:00,JAKARTA,Discharge
HLBU9161335,4,2019-04-12 12:19:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9164186,4,2019-04-10 18:26:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9166701,6,2019-04-11 18:54:00,VALPARAISO,Gate out empty,2019-05-16 00:00:00,HO CHI MINH CITY,Discharge
CPSU5131726,5,2019-04-11 10:52:00,VALPARAISO,Gate out empty,2019-05-20 12:00:00,OSLO,Vessel arrival
HLBU9173280,4,2019-04-11 10:40:00,VALPARAISO,Gate out empty,2019-05-16 05:00:00,LONDON GATEWAY PORT,Vessel arrival
HLBU9197528,4,2019-04-10 10:44:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9201166,4,2019-04-12 10:55:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
HLBU9201546,4,2019-04-10 19:17:00,VALPARAISO,Gate out empty,2019-05-10 01:00:00,HONG KONG,Vessel arrival
