container,date,status,location
HMCU9033155,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9174731,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9379897,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU9045595,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU9136967,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU9173512,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EMCU9817792,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9001939,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9028550,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9165280,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
MAGU5372047,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU6026857,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU6406250,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU6449720,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6595811,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6771459,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6894345,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGHU8605206,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGHU8985430,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU5008090,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EGSU5008459,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EISU5694579,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EISU5703500,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EMCU5271527,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EMCU5360136,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EMCU5378346,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
EMCU5390948,2019-04-12 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
TGBU5056707,2019-04-20 00:00:00,Empty container returned,GUAYAQUIL (EC)
LTIU6038656,2019-04-20 00:00:00,Empty container returned,GUAYAQUIL (EC)
EISU2073048,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
MAGU2186692,2019-04-15 00:00:00,Empty container returned,GUAYAQUIL (EC)
XINU8094326,2019-04-21 00:00:00,Empty container returned,GUAYAQUIL (EC)
EMCU9775022,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
MAGU2348047,2019-04-22 00:00:00,Empty pick-up by merchant haulage,GUAYAQUIL (EC)
TEMU3852412,2019-04-13 00:00:00,Empty container returned,GUAYAQUIL (EC)
EGHU9398536,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3314693,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EMCU3964250,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EISU9219983,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
TEMU6241778,2019-04-13 00:00:00,Empty container returned,GUAYAQUIL (EC)
TGBU5112230,2019-04-22 00:00:00,Empty container returned,GUAYAQUIL (EC)
EMCU6031557,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3235357,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3511239,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3586979,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3057070,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3530917,2019-04-14 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
TEMU4373353,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EGHU3666457,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
TGHU9028650,2019-04-18 00:00:00,Empty container returned under damaged condition,GUAYAQUIL (EC)
MAGU2475782,2019-04-15 00:00:00,Empty container returned,GUAYAQUIL (EC)
EGHU3308793,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EISU2248892,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
EISU2242235,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
TEMU4065561,2019-04-15 00:00:00,Empty container returned,GUAYAQUIL (EC)
EMCU5310900,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
HMCU9172612,2019-04-10 00:00:00,Discharged (FCL),GUAYAQUIL (EC)
TEMU3694472,2019-04-11 00:00:00,Empty container returned,GUAYAQUIL (EC)
TGHU3437922,2019-04-15 00:00:00,Empty container returned,GUAYAQUIL (EC)
EISU4601843,2019-04-11 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EGSU1017405,2019-04-07 00:00:00,Full import container received at inland depot,CALLAO (PE)
TGHU6770372,2019-04-09 00:00:00,Empty container returned,CALLAO (PE)
TEMU6217719,2019-04-04 00:00:00,Full import container received at inland depot,CALLAO (PE)
EGHU9110402,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
EMCU9638170,2019-04-05 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EMCU9871197,2019-04-05 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EGSU9068219,2019-04-12 00:00:00,Empty container returned,CALLAO (PE)
CLHU4634155,2019-04-22 00:00:00,Empty container returned,CALLAO (PE)
LTIU6064017,2019-04-09 00:00:00,Empty container returned,CALLAO (PE)
TGHU8122487,2019-04-09 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EGHU3085806,2019-04-12 00:00:00,Discharged (FCL),ARICA (CL)
EISU3788621,2019-04-12 00:00:00,Discharged (FCL),ARICA (CL)
TEMU3851925,2019-04-22 00:00:00,Empty container returned,ARICA (CL)
XINU1360580,2019-04-22 00:00:00,Empty container returned under damaged condition,ARICA (CL)
EMCU9578640,2019-04-12 00:00:00,Discharged (FCL),ARICA (CL)
TGBU6580302,2019-04-16 00:00:00,Empty container returned,ARICA (CL)
MAGU5479781,2019-04-18 00:00:00,Empty container returned under damaged condition,IQUIQUE (CL)
EISU9337800,2019-04-11 00:00:00,Empty container returned,CALLAO (PE)
EISU4600467,2019-03-21 00:00:00,Empty container returned,MANZANILLO (MX)
EISU4603933,2019-03-21 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU9296956,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9107594,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9160829,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9167112,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9481840,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9498592,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9154429,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU6541116,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU6515570,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU6301938,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGBU6587056,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGBU6614784,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU6734563,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU6741460,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
TGHU6041684,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGHU6969410,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
TGHU8993858,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
TGHU9030976,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU2160142,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EISU3952015,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU1040435,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGSU9059900,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9066622,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9101533,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9135087,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9172563,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9175460,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU9181816,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9022274,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9031002,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9045515,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9152030,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9157670,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9170630,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9173141,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9179330,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9275713,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9286282,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9291226,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9296721,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9329614,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9356374,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9372879,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9394800,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9422840,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9456162,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9465842,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9992186,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU9999811,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
HMCU1074414,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU1088552,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU1004820,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU1007557,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU1009919,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU1060320,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
LTIU6033320,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
LTIU6057430,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU9005074,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU9168723,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9461356,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9561632,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9583689,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9603548,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9610439,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9653718,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9659038,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9698461,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9702915,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9742780,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9778470,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9803401,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9820796,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9851354,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9865893,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9873374,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU9887526,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
GATU8708865,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
GATU8782179,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9012764,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
HMCU9018438,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9019521,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
HMCU9079346,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9141627,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9201140,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU9220372,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU9000435,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU9003202,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU9011527,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU9032284,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU9070957,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
IMTU9094769,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU9272661,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU9329324,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU9377322,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
LTIU8014740,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU6010277,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
MAGU2331810,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
MAGU2387640,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
MAGU2455240,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU4294228,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU4533343,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU4539824,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
XINU1281562,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU1001230,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGSU1018551,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGSU1022103,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EISU1587567,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU1662974,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU1740022,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
EISU1747475,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EISU1750648,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EISU1858458,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU1864384,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU1251190,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU1302677,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU1321023,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU1359250,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU1379278,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU1414722,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU1462680,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
GATU4460641,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU1031135,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
HMCU1038000,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU3225385,2019-03-06 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU3428504,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU3647842,2019-03-06 00:00:00,Empty container returned,MANZANILLO (MX)
EISU2119323,2019-03-16 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU6224488,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU6254477,2019-03-15 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU6257603,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
TEMU8928552,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU5994294,2019-03-20 00:00:00,Empty container returned,MANZANILLO (MX)
TGBU6292353,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EMCU7010517,2019-03-22 00:00:00,Empty container returned,MANZANILLO (MX)
EGHU5012706,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGSU5013898,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGSU5014699,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU5679677,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU5680976,2019-02-13 00:00:00,Empty container returned,KAOHSIUNG (TW)
EISU5686001,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU5695929,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU5698872,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5238386,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5244028,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5244141,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5246571,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5264106,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5264446,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5265838,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5268185,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5273432,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5273788,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5280621,2019-04-13 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU5284627,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5292685,2019-04-13 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5297820,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5299442,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5309427,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5319451,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5324458,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5326424,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5327009,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5342810,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TEMU6448981,2019-04-10 00:00:00,Empty container returned,CALLAO (PE)
XINU4063040,2019-04-10 00:00:00,Empty container returned,CALLAO (PE)
EMCU5261426,2019-04-04 00:00:00,Full import container received at inland depot,CALLAO (PE)
EGHU3049012,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
EGHU3474496,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
EGSU3018397,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
EGSU3059950,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
EGSU3104160,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
EISU3996570,2019-04-09 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
TEMU0509565,2019-04-15 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TEMU3691175,2019-04-22 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
TEMU3958493,2019-04-22 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
TGHU0200069,2019-04-16 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3186592,2019-04-15 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3608620,2019-04-13 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3654250,2019-04-13 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2089255,2019-04-15 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3326230,2019-04-12 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TGBU6595278,2019-04-16 00:00:00,Empty container returned,SANTIAGO (CL)
EMCU1356349,2019-04-22 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9074730,2019-04-15 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
TEMU8813466,2019-04-15 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
TEMU3794743,2019-04-12 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5433633,2019-04-08 00:00:00,Discharged (FCL),SAN ANTONIO (CL)
HMCU1056452,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU3934198,2019-04-11 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU0628991,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2252465,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU6031515,2019-04-15 00:00:00,Empty container returned,SAN ANTONIO (CL)
MAGU2415063,2019-04-22 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9481571,2019-04-12 00:00:00,Empty container returned,SANTIAGO (CL)
EISU9976267,2019-04-11 00:00:00,Empty container returned under damaged condition,SANTIAGO (CL)
MAGU5417460,2019-04-16 00:00:00,Empty pick-up by merchant haulage,SANTIAGO (CL)
TGHU6824817,2019-04-11 00:00:00,Empty container returned,SANTIAGO (CL)
TEMU7114567,2019-04-16 00:00:00,Empty pick-up by merchant haulage,SANTIAGO (CL)
TEMU7147318,2019-04-22 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU6527340,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
MAGU5365069,2019-04-22 00:00:00,Full import container received at inland depot,CALLAO (PE)
HMCU1000896,2019-04-15 00:00:00,Empty container returned,SANTIAGO (CL)
MAGU5391005,2019-04-12 00:00:00,Empty container returned,SANTIAGO (CL)
EMCU5318347,2019-04-12 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TGBU6535685,2019-04-11 00:00:00,Empty container returned under damaged condition,SANTIAGO (CL)
EGSU3133596,2019-04-11 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGBU6307670,2019-04-10 00:00:00,Full import container received at inland depot,SAN ANTONIO (CL)
TGBU6307833,2019-04-10 00:00:00,Full import container received at inland depot,SAN ANTONIO (CL)
EMCU9794830,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU1017274,2019-04-11 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
AXIU8436996,2019-04-13 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU4311140,2019-04-16 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU9212660,2019-04-15 00:00:00,Empty container returned under damaged condition,SANTIAGO (CL)
EMCU3963254,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
MAGU5497403,2019-04-11 00:00:00,Empty container returned,CALLAO (PE)
MAGU5638306,2019-04-19 00:00:00,Discharged (FCL),BUENAVENTURA (CO)
TEMU8805075,2019-04-19 00:00:00,Discharged (FCL),BUENAVENTURA (CO)
TEMU6396487,2019-04-15 00:00:00,Empty container returned,CALLAO (PE)
TEMU6027030,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
TEMU6084370,2019-04-05 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
TEMU8420772,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
TGBU7027210,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
EMCU1300463,2019-04-04 00:00:00,Full import container received at inland depot,CALLAO (PE)
TEMU3849511,2019-04-04 00:00:00,Full import container received at inland depot,CALLAO (PE)
EISU9113559,2019-04-12 00:00:00,Empty container returned,CALLAO (PE)
TGBU6904464,2019-04-12 00:00:00,Empty container returned,CALLAO (PE)
EGHU9099915,2019-04-12 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EGSU9008210,2019-04-12 00:00:00,Empty container returned,CALLAO (PE)
EISU9021977,2019-04-12 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EISU9124471,2019-04-23 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EMCU9559168,2019-04-12 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
GATU8788074,2019-04-11 00:00:00,Empty container returned,CALLAO (PE)
MAGU5388090,2019-04-15 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
TEMU0085092,2019-04-20 00:00:00,Empty container returned,CALLAO (PE)
MAGU5260258,2019-04-08 00:00:00,Empty container returned,CALLAO (PE)
TEMU8928341,2019-04-09 00:00:00,Empty container returned,CALLAO (PE)
