container,date,status,location
TGBU6633547,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU5828328,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6021686,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6745491,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6896245,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
XINU8162539,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6078125,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9115678,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9201781,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9320332,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9334320,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU9000517,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU9177610,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU9009415,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9132651,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
LTIU8002020,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU8377151,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU8520935,2019-03-22 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9278628,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9219833,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU6475312,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6307073,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TGBU6643360,2019-03-23 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU9154856,2019-04-03 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EISU9369812,2019-04-10 00:00:00,Empty container returned,CALLAO (PE)
EMCU9758107,2019-04-09 00:00:00,Empty container returned,CALLAO (PE)
IMTU9013941,2019-04-08 00:00:00,Empty container returned,CALLAO (PE)
EMCU9746678,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
HMCU9226426,2019-04-09 00:00:00,Empty container returned,CALLAO (PE)
TEMU7836657,2019-04-05 00:00:00,Empty container returned,CALLAO (PE)
EISU9316509,2019-03-27 00:00:00,Discharged (FCL),CALLAO (PE)
EMCU3636312,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3689328,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3901680,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3907060,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3914183,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3916020,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3923930,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3973782,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3979667,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU6028996,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU3025553,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU3057720,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU3038881,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU3041139,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU3063267,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU3089512,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2185850,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2374637,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2380706,2019-02-23 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2385605,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU0506355,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU0536494,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU0694864,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU3589939,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU3848310,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU3918042,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU4133244,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU5918822,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
AXIU8499145,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
CLHU3549300,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3133397,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3262286,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3545590,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3595097,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3607259,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3011197,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3017174,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3023140,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2026827,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2042010,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2052575,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2129384,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2148018,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2184421,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2251432,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU3848417,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU3951410,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3462057,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU3580595,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU1078530,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU8406028,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU8540612,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU8681307,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU8962238,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU5816815,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU5823521,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU5995074,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6003430,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6087050,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6282289,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6284403,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6287043,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6289998,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6580766,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6609957,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6617973,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6726681,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6731271,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6776867,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6784184,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6904090,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6944533,2019-03-23 00:00:00,Empty container returned under damaged condition,BUENAVENTURA (CO)
TGBU6963071,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU6964102,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU7060440,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU7149352,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU7152850,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGBU7155904,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGHU8881919,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGHU8996008,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGHU9213494,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU7141177,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU7141840,2019-02-28 00:00:00,Empty container returned,BUENAVENTURA (CO)
XINU8023908,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
LTIU6037449,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
LTIU6071274,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGHU5137267,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
AMFU8868554,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6060044,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6088972,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6201559,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6227208,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6249758,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6394463,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6408079,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
TEMU6450530,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
XINU8054010,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
XINU8059710,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU3590114,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3001943,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3025190,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3094400,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3126581,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU2060061,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU6075621,2019-02-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2368911,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU2406082,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9423124,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9495422,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9580231,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9597996,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9661987,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9666720,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9767686,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9769930,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9776965,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9785416,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9821935,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9877718,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU9898480,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
CLHU9028037,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9114223,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9142879,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9153997,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9182188,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9010376,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9037438,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9054369,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9069219,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9087742,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9101310,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9149973,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9151163,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
TGHU0240858,2019-02-26 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU1029300,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU1048850,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1536364,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1703353,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1785644,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1822780,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1834456,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1846077,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU1852887,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1285543,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1289805,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1292882,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1300890,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1301222,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1301367,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1302574,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1343995,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EMCU1457339,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1032701,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1049710,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1066804,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1096408,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1098838,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU1099768,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU1002262,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU1065281,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9230115,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9263314,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9350208,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGHU9378334,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU9055700,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU9115162,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU9123661,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU9171382,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU9194990,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9037736,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9060551,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9063078,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9107200,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
HMCU9158717,2019-03-19 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU9013751,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU9052824,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU9078731,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
IMTU9090085,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
LTIU8022345,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
LTIU8025046,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5282494,2019-03-06 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5301660,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5309701,2019-03-07 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5378153,2019-03-11 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5413188,2019-03-20 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5425281,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5444492,2019-03-09 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5461993,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5489373,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
MAGU5635626,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9115715,2019-03-18 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9141381,2019-03-13 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9172248,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9188012,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9197307,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9235984,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9244219,2019-03-14 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9256694,2019-03-16 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9333851,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9354936,2019-02-26 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9356841,2019-03-12 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9372020,2019-03-08 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9427863,2019-02-22 00:00:00,Empty container returned,BUENAVENTURA (CO)
EISU9458904,2019-03-15 00:00:00,Empty container returned,BUENAVENTURA (CO)
EGSU3033869,2019-04-03 00:00:00,Empty container returned,SANTIAGO (CL)
EGHU9160532,2019-04-02 00:00:00,Empty container returned,CALLAO (PE)
MAGU5445992,2019-04-02 00:00:00,Empty container returned,CALLAO (PE)
TEMU7155680,2019-04-16 00:00:00,Empty container returned,CALLAO (PE)
MAGU5419083,2019-04-09 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
HMCU9024153,2019-04-04 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EISU9359455,2019-04-03 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
EMCU1423093,2019-04-01 00:00:00,Empty container returned,CALLAO (PE)
EISU1783549,2019-04-03 00:00:00,Empty container returned,CALLAO (PE)
EMCU9764748,2019-04-01 00:00:00,Empty container returned,CALLAO (PE)
EGSU1018119,2019-04-04 00:00:00,Empty container returned,CALLAO (PE)
HMCU9001142,2019-04-06 00:00:00,Empty container returned,CALLAO (PE)
EMCU1284830,2019-04-10 00:00:00,Empty container returned,CALLAO (PE)
CLHU4738273,2019-04-15 00:00:00,Empty container returned,CALLAO (PE)
HMCU9046790,2019-04-13 00:00:00,Empty container returned,CALLAO (PE)
HMCU9038408,2019-04-13 00:00:00,Empty container returned,CALLAO (PE)
IMTU9015158,2019-04-13 00:00:00,Empty container returned,CALLAO (PE)
EGHU3209960,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3530500,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EGHU3602771,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2113259,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2178780,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2232330,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU3913554,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU3974536,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
HMCU3077808,2019-04-10 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TGHU0258760,2019-04-09 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU2091268,2019-04-05 00:00:00,Empty container returned,SANTIAGO (CL)
MAGU2377852,2019-04-06 00:00:00,Empty container returned,SANTIAGO (CL)
TEMU3921730,2019-04-04 00:00:00,Empty container returned,SANTIAGO (CL)
HMCU9192630,2019-04-12 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
HMCU9112758,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TGBU5943044,2019-04-16 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
TEMU0798730,2019-04-12 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU9204392,2019-04-05 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
MAGU5132004,2019-04-05 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU2122121,2019-04-04 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU3086405,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EISU9242279,2019-04-08 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
HMCU3089162,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU3594388,2019-04-04 00:00:00,Empty container returned,SANTIAGO (CL)
MAGU2202200,2019-04-12 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU5009220,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU5267907,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
MAGU5419015,2019-04-10 00:00:00,Empty pick-up by merchant haulage,SANTIAGO (CL)
MAGU5410980,2019-04-17 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGSU9105966,2019-04-08 00:00:00,Empty container returned,SANTIAGO (CL)
TEMU6225252,2019-04-08 00:00:00,Empty container returned,SANTIAGO (CL)
TGBU6136005,2019-04-17 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGHU8561730,2019-04-09 00:00:00,Empty pick-up by merchant haulage,SANTIAGO (CL)
EMCU1340152,2019-04-12 00:00:00,Empty container returned,SANTIAGO (CL)
EISU9198601,2019-04-05 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU0485709,2019-04-09 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9835630,2019-04-04 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU3272258,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU6003133,2019-04-08 00:00:00,Empty container returned,SAN ANTONIO (CL)
HMCU3003425,2019-04-05 00:00:00,Empty container returned,SAN ANTONIO (CL)
MAGU2192695,2019-04-17 00:00:00,Empty pick-up by merchant haulage,SAN ANTONIO (CL)
MAGU2321508,2019-04-04 00:00:00,Empty container returned,SAN ANTONIO (CL)
EGHU3181944,2019-04-05 00:00:00,Empty container returned,SAN ANTONIO (CL)
EMCU9888029,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
MAGU2209571,2019-04-08 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
EMCU9793350,2019-04-05 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU8921476,2019-04-17 00:00:00,Empty container returned,SAN ANTONIO (CL)
TEMU6085211,2019-04-05 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TEMU6263550,2019-04-15 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TEMU6406055,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
IMTU9028540,2019-04-04 00:00:00,Empty container returned under damaged condition,SAN ANTONIO (CL)
TEMU6407051,2019-04-03 00:00:00,Empty container returned,SAN ANTONIO (CL)
MAGU5251180,2019-04-18 00:00:00,Empty container returned,SAN ANTONIO (CL)
TGHU6658594,2019-04-18 00:00:00,Empty container returned,SAN ANTONIO (CL)
IMTU1100675,2019-04-12 00:00:00,Empty container returned,SAN ANTONIO (CL)
EISU1864445,2019-04-12 00:00:00,Empty container returned,SAN ANTONIO (CL)
MAGU2205663,2019-04-16 00:00:00,Empty pick-up by merchant haulage,CALLAO (PE)
EMCU1425157,2019-04-09 00:00:00,Empty container returned under damaged condition,CALLAO (PE)
TEMU6176862,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
TEMU6226460,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
IMTU9030960,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
MAGU5444595,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGSU1012701,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU1627280,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU1629169,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU1748384,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EMCU1296548,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EMCU1323155,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU1005136,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU1012639,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
HMCU1013790,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
IMTU1069923,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9026415,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EGHU9346147,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU9127341,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU9160118,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EISU9185728,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
EMCU9760172,2019-03-31 00:00:00,Empty container returned,PUERTO QUETZAL (GT)
